id,name,address,location_id,latitude,longitude,stars,rating,reviews_count,min_price,distance_to_center,property_type,photos_count,amenities,badges,popularity,popularity2,trending_speed,weights,district_name,nearest_airport,nearest_metro_station,nearest_train_station,nearest_beach
1250022545,Мини-Отель Мопс на Рубинштейна,"улица Рубинштейна, д.12, Санкт-Петербург","Санкт-Петербург, Россия",59.931152,30.34567,3,9.2,498,19,2652,HOTEL,24,"['Сейф', 'Ресепшн 24 часа', 'Кондиционер', 'Фен', 'Телевизор', 'Wi-Fi в лобби', 'Wi-fi в комнатах', 'Спа', 'Парковка', 'Можно с животными']",quiet,69104,291,1.6,2.2985132,Санкт-Петербург - Центральный район,14062.0,331.0,877.0,2459.0
964250854,Мини Отель Mushroom,"Набережная Канала Грибоедова,42","Санкт-Петербург, Россия",59.9302,30.31901,3,9.3,0,17,2209,HOTEL,6,"['Прачечная', 'Кондиционер', 'Wi-Fi в лобби', 'Фен', 'Сейф', 'Парковка', 'Можно с животными', 'Телевизор']",,69103,232,0.0,2.0068567,Санкт-Петербург - Центральный район,13814.0,367.0,2340.0,1976.0
333570,Отель Вега Измайлово,Измайловское шоссе 71 строение 3В,"Москва, Россия",55.790752,37.747135,4,9.0,15712,46,9206,HOTEL,24,"['Прачечная', 'Спортзал', 'Ресторан/кафе', 'Можно с животными', 'Кондиционер', 'Wi-fi в комнатах', 'Помощь малоподвижным людям', 'Ресепшн 24 часа', 'Телевизор', 'Парковка', 'Wi-Fi в лобби', 'Фен', 'Сейф']","popular, comfort, business, metro, transport, city, view, building",69102,2268,0.0,2.2766292,Москва - Центральный округ,28394.0,291.0,1604.0,
21120269,Версаль Отель,ул.Восстания д.12,"Санкт-Петербург, Россия",59.93601,30.36007,3,9.2,415,27,2883,HOTEL,24,"['Телевизор', 'Прачечная', 'Кондиционер', 'Wi-Fi в лобби', 'Фен', 'Сейф', 'Ресепшн 24 часа', 'Парковка']",,69101,107,0.0,2.1939864,Санкт-Петербург - Центральный район,14733.0,500.0,746.0,2729.0
1910372927,Отель Реноме,Гончарная улица 26,"Санкт-Петербург, Россия",59.92809,30.36959,4,9.1,0,23,3835,HOTEL,24,"['Ресторан/кафе', 'Телевизор', 'Кондиционер', 'Wi-Fi в лобби', 'Wi-fi в комнатах', 'Сейф', 'Ресепшн 24 часа', 'Парковка', 'Прачечная', 'Фен']",,69099,566,0.0,2.1731336,Санкт-Петербург - Центральный район,13991.0,631.0,498.0,3661.0
1904051936,Отель Демут,"Полтавская улица, 3","Санкт-Петербург, Россия",59.92838,30.37075,3,8.9,0,18,3865,HOTEL,24,"['Wi-fi в комнатах', 'Фен', 'Парковка', 'Можно с животными', 'Телевизор', 'Прачечная', 'Кондиционер', 'Wi-Fi в лобби', 'Сейф', 'Ресторан/кафе', 'Ресепшн 24 часа']",,69098,554,0.0,2.2158296,Санкт-Петербург - Центральный район,14038.0,666.0,554.0,3693.0
1198039,Sunflower Авеню Отель Москва,"Ул. Щепкина 32, стр.1","Москва, Россия",55.7796,37.62982,3,8.9,3195,35,3164,HOTEL,24,"['Телевизор', 'Кондиционер', 'Wi-Fi в лобби', 'Фен', 'Сейф', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Можно с животными']","metro, transport, city",69096,1399,0.89,2.2280583,Москва - Центральный округ,24658.0,331.0,1449.0,
1209386,Отель Богема,Гребенская Улица 11,"Геленджик, Россия",44.89727,37.31998,3,9.5,338,22,805,HOTEL,24,"['Прачечная', 'Кондиционер', 'Wi-Fi в лобби', 'Фен', 'Сейф', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Телевизор']",modern,69095,121,0.0,2.2479444,Неизвестный район,400.0,,,437.0
29296624,Аглая Кортъярд Отель,Разъезжая улица 38,"Санкт-Петербург, Россия",59.92265,30.35179,3,8.8,2120,29,3625,HOTEL,24,"['Парковка', 'Wi-Fi в лобби', 'Wi-fi в комнатах', 'Сейф', 'Курящие номера', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Телевизор', 'Прачечная', 'Кондиционер', 'Фен']","shopping, metro, transport, city, building",69094,581,0.27,2.2337337,Санкт-Петербург - Центральный район,13186.0,283.0,900.0,3422.0
333368,Отель Камердинер,Озерной переулок 6,"Санкт-Петербург, Россия",59.93809,30.3624,3,9.7,338,40,2880,HOTEL,24,"['Телевизор', 'Прачечная', 'Кондиционер', 'Фен', 'Сейф', 'Ресепшн 24 часа', 'Парковка', 'Можно с животными', 'Wi-Fi в лобби']","top, comfort, quiet, friendly, city, building",69093,39,0.0,2.2318974,Санкт-Петербург - Центральный район,14985.0,718.0,979.0,2740.0
333559,Холидей Инн Москва Сокольники,Русаковская ул.24,"Москва, Россия",55.78769,37.68033,4,9.0,9624,53,5594,HOTEL,24,"['Ресепшн 24 часа', 'Спа', 'Ресторан/кафе', 'Можно с животными', 'Прачечная', 'Помощь малоподвижным людям', 'Сейф', 'Телевизор', 'Кондиционер', 'Wi-Fi в лобби', 'Фен', 'Бассейн', 'Парковка', 'Спортзал']","popular, luxury, comfort, business, view",69092,1855,0.18,2.2625914,Москва - Центральный округ,25792.0,172.0,1860.0,
1704466136,Хилтон Гарден Инн Москва Красносельская,"Улица Верхняя Красносельская, 11а-4","Москва, Россия",55.78481,37.66283,4,9.1,4499,55,4626,HOTEL,24,"['Прачечная', 'Кондиционер', 'Wi-fi в комнатах', 'Сейф', 'Ресепшн 24 часа', 'Парковка', 'Можно с животными', 'Телевизор', 'Помощь малоподвижным людям', 'Ресторан/кафе', 'Спортзал', 'Wi-Fi в лобби']","modern, city",69091,486,0.69,2.2162018,Москва - Центральный округ,25364.0,587.0,972.0,
1899368035,Бутик Отель Мельцер,6-ая линия Васильевского острова 37,"Санкт-Петербург, Россия",59.94467,30.27729,4,9.1,0,24,2279,HOTEL,24,"['Ресепшн 24 часа', 'Ресторан/кафе', 'Парковка', 'Можно с животными', 'Телевизор', 'Прачечная', 'Кондиционер']",,69090,158,0.0,2.1503706,Санкт-Петербург - Центральный район,15506.0,245.0,4354.0,1967.0
333572,Отель Бородино,Русаковская ул.13/5,"Москва, Россия",55.78458,37.6724,4,8.9,4871,47,4999,HOTEL,24,"['Фен', 'Помощь малоподвижным людям', 'Ресторан/кафе', 'Телевизор', 'Прачечная', 'Бассейн', 'Сейф', 'Ресепшн 24 часа', 'Можно с животными', 'Кондиционер', 'Спортзал', 'Парковка', 'Спа']","comfort, transport, city, wellness",69089,918,0.39,2.212328,Москва - Центральный округ,25750.0,658.0,1263.0,
44463003,ibis Москва Динамо,"Ленинградский Проспект 37, корпус 8","Москва, Россия",55.7924,37.54347,3,8.7,6839,39,6463,HOTEL,24,"['Сейф', 'Помощь малоподвижным людям', 'Парковка', 'Телевизор', 'Кондиционер', 'Фен', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Можно с животными', 'Прачечная', 'Wi-Fi в лобби']","modern, business, city",69087,1215,0.25,2.172786,Москва - Центральный округ,20896.0,969.0,2793.0,4489.0
1128510474,Отель «Станция М19»,Улица Марата 19,"Санкт-Петербург, Россия",59.9285,30.35316,3,8.6,3125,27,3146,HOTEL,24,"['Ресепшн 24 часа', 'Телевизор', 'Прачечная', 'Кондиционер', 'Wi-Fi в лобби', 'Фен']","metro, transport",69086,431,0.29,2.201041,Санкт-Петербург - Центральный район,13840.0,300.0,444.0,2955.0
1372917326,Отель Offenbacher,"Улица Восстания, 35","Санкт-Петербург, Россия",59.93896,30.3607,3,9.3,1322,40,2751,HOTEL,24,"['Ресепшн 24 часа', 'Парковка', 'Телевизор', 'Кондиционер', 'Wi-Fi в лобби']","stylish, designer, friendly, city",69085,159,0.07,2.075875,Санкт-Петербург - Центральный район,15061.0,610.0,1073.0,2614.0
714144,Отель Аледо,ул Бытха 41/28A,"Сочи, Россия",43.56708,39.75897,3,9.4,132,12,3722,HOTEL,24,"['Можно с животными', 'Телевизор', 'Кондиционер', 'Wi-Fi в лобби', 'Ресепшн 24 часа', 'Парковка']","shopping, view",69084,174,0.0,2.20189,Сочи - Центральный район,19713.0,,3674.0,1006.0
1899369125,Арт Москва Войковская,Ulitsa Kosmonavta Volkova 6А,"Москва, Россия",55.8153,37.51274,4,8.8,2343,42,9633,HOTEL,24,"['Ресторан/кафе', 'Парковка', 'Прачечная', 'Кондиционер', 'Помощь малоподвижным людям', 'Можно с животными', 'Телевизор', 'Wi-Fi в лобби', 'Фен', 'Сейф', 'Ресепшн 24 часа']","modern, designer",69083,728,2.78,2.1888375,Москва - Северный округ,17831.0,1017.0,,2494.0
716657,Отель Анапа-Лазурная,Улица Новороссийская 174,"Геленджик, Россия",44.89505,37.32176,3,9.4,543,41,575,HOTEL,24,"['Кондиционер', 'Бассейн', 'Спортзал', 'Сейф', 'Парковка', 'Можно с животными', 'Прачечная', 'Фен', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Телевизор', 'Wi-Fi в лобби']",,69082,93,0.04,2.1846118,Неизвестный район,681.0,,,696.0
276236,Гостиница Альфа Измайлово,Измайловское шоссе 71 корпус А,"Москва, Россия",55.789787,37.74955,4,8.6,18605,38,9291,HOTEL,24,"['Телевизор', 'Спортзал', 'Сейф', 'Помощь малоподвижным людям', 'Прачечная', 'Кондиционер', 'Wi-fi в комнатах', 'Фен', 'Ресторан/кафе', 'Парковка', 'Ресепшн 24 часа', 'Можно с животными', 'Wi-Fi в лобби']","popular, business, restaurants, metro, transport, city, view",69081,2567,0.0,2.195934,Москва - Центральный округ,28578.0,152.0,1726.0,
1900419111,Отель Волков,Измайловский проспект 17,"Санкт-Петербург, Россия",59.91265,30.30679,3,9.2,0,28,4197,HOTEL,24,"['Фен', 'Сейф', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Парковка', 'Wi-Fi в лобби', 'Телевизор', 'Прачечная', 'Кондиционер']",,69080,92,0.0,2.1249623,Санкт-Петербург - Центральный район,11849.0,732.0,757.0,3918.0
276243,Москоу Холидэй Отель,"Улица Мневники, 3, стр. 2","Москва, Россия",55.77373,37.49912,4,8.3,3282,33,7814,HOTEL,24,"['Бассейн', 'Wi-Fi в лобби', 'Ресепшн 24 часа', 'Парковка', 'Сейф', 'Спа', 'Ресторан/кафе', 'Фен', 'Кондиционер', 'Прачечная', 'Спортзал', 'Помощь малоподвижным людям', 'Телевизор']",city,69079,413,1.59,2.1297414,Неизвестный район,22025.0,1236.0,,
333394,Невский Контур,Невский проспект 88-72,"Санкт-Петербург, Россия",59.93319,30.35179,3,9.0,925,33,2713,HOTEL,24,"['Телевизор', 'Кондиционер', 'Wi-Fi в лобби', 'Фен', 'Сейф', 'Парковка']",quiet,69078,65,0.29,2.0912068,Санкт-Петербург - Центральный район,14340.0,272.0,669.0,2535.0
31351674,Литейный Отель,"Литейный проспект, 12","Санкт-Петербург, Россия",59.94576,30.349089,3,8.9,1312,26,1872,HOTEL,24,"['Можно с животными', 'Телевизор']","designer, city, view",69077,416,0.76,2.1675034,Санкт-Петербург - Центральный район,15697.0,623.0,1192.0,1778.0
49987140,Авдаллини,Тополиный проезд 4,"Геленджик, Россия",44.93063,37.31238,3,9.0,0,21,4552,HOTEL,24,"['Телевизор', 'Прачечная', 'Wi-Fi в лобби', 'Сейф', 'Ресепшн 24 часа', 'Спа', 'Ресторан/кафе', 'Кондиционер', 'Фен', 'Частный пляж', 'Парковка']",,69076,44,0.0,2.1843724,Неизвестный район,3422.0,,2299.0,1347.0
1898005746,Покровка 6 Отель,"улица Покровка, д. 6, Москва","Москва, Россия",55.75873,37.64204,3,9.6,0,38,1710,HOTEL,24,"['Wi-Fi в лобби', 'Фен', 'Сейф', 'Ресепшн 24 часа', 'Парковка', 'Телевизор', 'Кондиционер']",,69075,326,0.0,2.1378424,Москва - Центральный округ,27033.0,706.0,1147.0,
1273760621,Аристократ Отель,"Верхнее Джемете, ул. Буковая, 32","Геленджик, Россия",44.96029,37.29672,3,9.3,0,32,8022,HOTEL,24,"['Бассейн', 'Сейф', 'Парковка', 'Телевизор', 'Кондиционер', 'Фен', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Прачечная', 'Wi-Fi в лобби']",,69074,79,0.0,2.172008,Неизвестный район,6885.0,,1922.0,1515.0
714798,Капитал Отель,Улица Гороховая 34,"Санкт-Петербург, Россия",59.92917,30.32117,3,8.4,2239,13,2334,HOTEL,24,"['Ресепшн 24 часа', 'Парковка', 'Телевизор', 'Прачечная', 'Wi-Fi в лобби', 'Фен', 'Сейф']","sightseeing, metro, city",69073,446,0.01,2.1833508,Санкт-Петербург - Центральный район,13705.0,247.0,2218.0,2105.0
333332,Original Sokos Hotel Olympia Garden (можно с животными),"Батайский переулок, 3A","Санкт-Петербург, Россия",59.91358,30.32077,4,8.8,3433,38,4064,HOTEL,24,"['Можно с животными', 'Прачечная', 'Кондиционер', 'Спортзал', 'Wi-Fi в лобби', 'Фен', 'Помощь малоподвижным людям', 'Спа', 'Парковка', 'Телевизор', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Сейф']","comfort, metro, transport, city",69072,949,1.42,2.1745362,Санкт-Петербург - Центральный район,11973.0,336.0,1411.0,3826.0
333372,Абажур на Фонтанке,Набережная Реки Фонтанки 86/2,"Санкт-Петербург, Россия",59.92606,30.33113,3,9.2,447,22,2787,HOTEL,24,"['Сейф', 'Ресепшн 24 часа', 'Телевизор', 'Wi-Fi в лобби']","friendly, view",69071,269,0.0,2.122285,Санкт-Петербург - Центральный район,13401.0,489.0,1702.0,2573.0
1909030424,Отель Gardens,"14-я линия Васильевского острова, д. 97, Санкт-Петербург","Санкт-Петербург, Россия",59.94747,30.26053,3,9.0,0,23,3149,HOTEL,5,"['Фен', 'Сейф', 'Ресепшн 24 часа', 'Парковка', 'Можно с животными', 'Телевизор', 'Wi-Fi в лобби']",,69070,66,0.0,2.134048,Санкт-Петербург - Центральный район,15945.0,1131.0,4979.0,2869.0
1863485197,Отель 3 Гнома,Набережная реки Фонтанки 79,"Санкт-Петербург, Россия",59.92588,30.32649,3,9.1,0,12,2742,HOTEL,24,"['Телевизор', 'Прачечная', 'Wi-Fi в лобби', 'Сейф', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Парковка']",,69068,421,0.0,2.1531234,Санкт-Петербург - Центральный район,13359.0,357.0,1959.0,2520.0
1202858711,Мини-отель Geleon,Литейный проспект 61,"Санкт-Петербург, Россия",59.93368,30.34732,3,9.2,0,19,2498,HOTEL,24,"['Ресепшн 24 часа', 'Парковка', 'Телевизор', 'Прачечная', 'Кондиционер', 'Wi-Fi в лобби']",,69067,118,0.0,2.1653743,Санкт-Петербург - Центральный район,14354.0,504.0,902.0,2314.0
333328,Барышкофф Отель,Улица Радищева 24,"Санкт-Петербург, Россия",59.93925,30.36329,3,9.1,387,25,2867,HOTEL,24,"['Фен', 'Сейф', 'Ресепшн 24 часа', 'Парковка', 'Телевизор', 'Прачечная', 'Кондиционер', 'Wi-Fi в лобби']","friendly, city",69066,181,0.0,2.1617837,Санкт-Петербург - Центральный район,15122.0,605.0,1112.0,2736.0
21120271,Квартира N4 Ginza Project,Съежинская ул. 38,"Санкт-Петербург, Россия",59.95415,30.30475,4,9.3,174,30,810,HOTEL,24,"['Парковка', 'Телевизор', 'Кондиционер', 'Wi-Fi в лобби', 'Фен']",,69065,62,0.0,2.1365752,Санкт-Петербург - Центральный район,16465.0,816.0,,808.0
714340,Отель «Welcome»,"Улица Пушкинская 9, Центральный район","Санкт-Петербург, Россия",59.92959,30.35685,3,8.8,418,28,3196,HOTEL,24,"['Wi-Fi в лобби', 'Фен', 'Ресепшн 24 часа', 'Парковка', 'Телевизор', 'Прачечная', 'Кондиционер']","quiet, friendly",69062,129,0.0,2.0683217,Санкт-Петербург - Центральный район,13998.0,224.0,232.0,3013.0
333569,Холидей Инн Москва Сущевский,Улица Сущевский Вал 74,"Москва, Россия",55.79124,37.632915,4,8.6,5874,46,4470,HOTEL,24,"['Можно с животными', 'Кондиционер', 'Помощь малоподвижным людям', 'Ресторан/кафе', 'Телевизор', 'Спортзал', 'Wi-fi в комнатах', 'Фен', 'Сейф', 'Парковка', 'Wi-Fi в лобби', 'Ресепшн 24 часа', 'Прачечная']","comfort, business, metro, transport, city",69061,1626,0.16,2.1564147,Москва - Центральный округ,23687.0,245.0,2087.0,
279230,Отель Суворов,5-ая Советская ул.3/13,"Санкт-Петербург, Россия",59.93536,30.36736,3,9.2,754,37,3269,HOTEL,24,"['Wi-fi в комнатах', 'Фен', 'Сейф', 'Ресепшн 24 часа', 'Телевизор', 'Кондиционер', 'Wi-Fi в лобби']","comfort, quiet, station",69060,150,1.21,2.1530929,Санкт-Петербург - Центральный район,14747.0,571.0,760.0,3121.0
48052679,Отель Марель,"Невский проспект, 102","Санкт-Петербург, Россия",59.93192,30.35615,3,9.0,0,24,2988,HOTEL,24,"['Фен', 'Сейф', 'Ресепшн 24 часа', 'Телевизор', 'Прачечная', 'Кондиционер', 'Wi-Fi в лобби']",,69059,255,0.0,2.08469,Санкт-Петербург - Центральный район,14244.0,77.0,395.0,2811.0
714158,Отель Радуга-Престиж,"улица Пирогова, д.2/3, Сочи","Сочи, Россия",43.607,39.71778,3,8.9,662,18,2421,HOTEL,24,"['Ресепшн 24 часа', 'Ресторан/кафе', 'Парковка', 'Телевизор', 'Прачечная', 'Кондиционер', 'Бассейн', 'Фен']",,69058,310,5.99,2.1121383,Сочи - Центральный район,25168.0,,1907.0,969.0
1900003092,Невский Эклектик by AKYAN,"Невский пр-т, 136","Санкт-Петербург, Россия",59.92996,30.36808,3,9.0,672,32,3639,HOTEL,24,"['Сейф', 'Ресепшн 24 часа', 'Прачечная', 'Wi-Fi в лобби']",comfort,69057,83,6.67,1.9769201,Санкт-Петербург - Центральный район,14172.0,453.0,402.0,3470.0
3910609,Грин Клаб Отель,Курортный Проспект 108А,"Сочи, Россия",43.55338,39.77701,3,8.8,323,16,5793,HOTEL,24,"['Фен', 'Сейф', 'Ресепшн 24 часа', 'Парковка', 'Можно с животными', 'Телевизор', 'Кондиционер', 'Wi-Fi в лобби']",,69055,131,0.0,2.1422844,Сочи - Центральный район,17615.0,,,1641.0
333558,Холидей Инн Москва Лесная,Лесная ул.15,"Москва, Россия",55.77931,37.589333,4,8.6,6351,54,3513,HOTEL,24,"['Ресторан/кафе', 'Парковка', 'Можно с животными', 'Спортзал', 'Wi-fi в комнатах', 'Фен', 'Помощь малоподвижным людям', 'Ресепшн 24 часа', 'Прачечная', 'Кондиционер', 'Сейф', 'Телевизор', 'Wi-Fi в лобби']","comfort, business, restaurants",69054,1061,0.09,2.078349,Москва - Центральный округ,23421.0,497.0,665.0,
43090122,Аркада,"Набережная реки Фонтанки, 52","Санкт-Петербург, Россия",59.92977,30.34153,3,9.1,491,23,2647,HOTEL,24,"['Сейф', 'Ресепшн 24 часа', 'Парковка', 'Прачечная', 'Кондиционер', 'Wi-Fi в лобби']","comfort, city",69053,114,0.0,2.1371555,Санкт-Петербург - Центральный район,13877.0,314.0,1084.0,2446.0
714408,Пушкинская 10,Пушкинская ул.10,"Санкт-Петербург, Россия",59.92939,30.35721,3,9.1,0,26,3226,HOTEL,24,"['Wi-Fi в лобби', 'Фен', 'Сейф', 'Телевизор', 'Прачечная', 'Кондиционер']",,69051,86,0.0,2.1217103,Санкт-Петербург - Центральный район,13980.0,253.0,210.0,3042.0
23980209,Отель Akyan St.Petersburg,улица Восстания 19,"Санкт-Петербург, Россия",59.93534,30.36053,4,9.1,4174,46,2945,HOTEL,24,"['Кондиционер', 'Wi-Fi в лобби', 'Wi-fi в комнатах', 'Сейф', 'Телевизор', 'Прачечная', 'Фен', 'Ресепшн 24 часа', 'Парковка']","popular, business, restaurants",69049,651,0.15,2.1149633,Санкт-Петербург - Центральный район,14665.0,425.0,670.0,2789.0
333480,Блюз,Спасский переулок 9,"Санкт-Петербург, Россия",59.92834,30.31799,3,9.1,1008,22,2414,HOTEL,24,"['Сейф', 'Ресепшн 24 часа', 'Парковка', 'Телевизор', 'Прачечная', 'Кондиционер', 'Wi-Fi в лобби', 'Фен']","metro, transport, city",69048,246,1.32,2.1275938,Санкт-Петербург - Центральный район,13605.0,205.0,2397.0,2178.0
333376,"Отель ""Братья Карамазовы""",Улица Социалистическая 11А,"Санкт-Петербург, Россия",59.92248,30.34218,4,8.9,718,42,3381,HOTEL,24,"['Парковка', 'Можно с животными', 'Wi-Fi в лобби', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Телевизор', 'Прачечная', 'Кондиционер', 'Фен', 'Сейф']","quiet, city",69046,73,1.41,2.078373,Санкт-Петербург - Центральный район,13080.0,365.0,1293.0,3171.0
276237,Гостиница Садовое кольцо,Проспект Мира 14 здание 2,"Москва, Россия",55.77503,37.63298,4,9.0,3481,67,2737,HOTEL,24,"['Бассейн', 'Wi-fi в комнатах', 'Фен', 'Помощь малоподвижным людям', 'Парковка', 'Телевизор', 'Кондиционер', 'Wi-Fi в лобби', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Прачечная', 'Сейф', 'Спа']","luxury, romantic, comfort, quiet, wellness, dining, building",69045,609,0.28,1.9777275,Москва - Центральный округ,25193.0,304.0,1193.0,
715694,Отель Де Пари,Улица Большая Бронная 23 стр.3,"Москва, Россия",55.76364,37.60079,4,9.0,1421,57,1664,HOTEL,24,"['Парковка', 'Можно с животными', 'Телевизор', 'Кондиционер', 'Wi-Fi в лобби', 'Фен', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Прачечная', 'Сейф']","romantic, quiet, metro, city, pool",69044,238,0.45,2.0564833,Москва - Центральный округ,25299.0,282.0,1849.0,
1862919983,Ибис Москва Октябрьское Поле,"Улица Маршала Рыбалко, 2/5","Москва, Россия",55.79872,37.49613,3,8.7,4045,35,9221,HOTEL,24,"['Ресторан/кафе', 'Парковка', 'Wi-Fi в лобби', 'Сейф', 'Помощь малоподвижным людям', 'Можно с животными', 'Телевизор', 'Прачечная', 'Кондиционер', 'Ресепшн 24 часа']","modern, quiet, city",69042,505,0.74,2.2247043,Неизвестный район,19285.0,597.0,,4069.0
149848419,Отель Бомонд на Ленинском Проспекте,"улица Орджоникидзе, д.5к2, Москва","Москва, Россия",55.70915,37.60101,3,8.6,0,31,4886,HOTEL,24,"['Парковка', 'Телевизор', 'Прачечная', 'Кондиционер', 'Wi-Fi в лобби', 'Фен', 'Ресепшн 24 часа']",,69040,64,0.0,2.1232262,Москва - Центральный округ,22681.0,939.0,4372.0,
1407001631,Отель Алегрия метро Технологический институт,улица Егорова 1,"Санкт-Петербург, Россия",59.91577,30.31389,3,8.9,0,26,3816,HOTEL,24,"['Wi-Fi в лобби', 'Фен', 'Ресепшн 24 часа', 'Можно с животными', 'Телевизор', 'Прачечная', 'Кондиционер']",,69039,50,0.0,2.1139383,Санкт-Петербург - Центральный район,12200.0,266.0,1274.0,3561.0
9191165,Ибис Москва Центр Бахрушина,Бахрушина улица 11,"Москва, Россия",55.735836,37.63542,3,8.7,4225,46,2126,HOTEL,24,"['Парковка', 'Кондиционер', 'Wi-Fi в лобби', 'Фен', 'Сейф', 'Ресторан/кафе', 'Телевизор', 'Прачечная', 'Wi-fi в комнатах', 'Помощь малоподвижным людям', 'Ресепшн 24 часа']","business, economy, quiet, transport, city",69038,1118,0.44,2.1084626,Москва - Центральный округ,26100.0,728.0,2951.0,
333395,Отель Агни,"Невский пр-кт, 90/92","Санкт-Петербург, Россия",59.93219,30.35346,3,9.0,2880,26,2857,HOTEL,24,"['Сейф', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Парковка', 'Телевизор', 'Прачечная', 'Кондиционер', 'Wi-Fi в лобби', 'Фен']",,69037,440,0.52,2.1200352,Санкт-Петербург - Центральный район,14247.0,127.0,527.0,2678.0
1900500028,Отель OVERSIZE PITER,"Средний проспект В. О., 69, л. Б, Санкт-Петербург","Санкт-Петербург, Россия",59.93934,30.26484,3,9.0,0,26,3130,HOTEL,24,"['Кондиционер', 'Wi-Fi в лобби', 'Фен', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Парковка', 'Телевизор', 'Прачечная']",,69036,59,0.0,2.0809584,Санкт-Петербург - Центральный район,15014.0,827.0,4064.0,2794.0
277100,Ред Старз Отель,"Наб. реки Пряжки, 30","Санкт-Петербург, Россия",59.92293,30.28209,4,9.0,490,36,3582,HOTEL,24,"['Телевизор', 'Прачечная', 'Кондиционер', 'Wi-Fi в лобби', 'Сейф', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Парковка', 'Можно с животными', 'Спортзал', 'Фен', 'Помощь малоподвижным людям']","stylish, modern, designer, building",69035,141,0.0,2.1187685,Санкт-Петербург - Центральный район,13074.0,2006.0,2002.0,3230.0
1898565317,Апарт-Отель Комфорт,Лиговский проспект 84/2,"Санкт-Петербург, Россия",59.92105,30.35595,3,9.1,501,29,3902,APARTHOTEL,24,"['Парковка', 'Кондиционер', 'Wi-Fi в лобби', 'Сейф', 'Ресепшн 24 часа', 'Можно с животными', 'Телевизор', 'Прачечная', 'Фен']","modern, comfort, transport",69032,113,0.0,2.151805,Санкт-Петербург - Центральный район,13057.0,55.0,960.0,3700.0
36568265,Александр Hotel,"Столярный переулок, 10-12","Санкт-Петербург, Россия",59.92755,30.31202,3,8.8,1794,25,2514,HOTEL,24,"['Сейф', 'Ресепшн 24 часа', 'Парковка', 'Можно с животными', 'Телевизор', 'Прачечная', 'Wi-Fi в лобби']","metro, city",69031,408,0.31,2.1140015,Санкт-Петербург - Центральный район,13507.0,371.0,2390.0,2250.0
47341104,Отель Клементин,Улица Ольховская 23 стр 3,"Москва, Россия",55.77477,37.66775,4,8.5,2148,47,4043,HOTEL,24,"['Телевизор', 'Спортзал', 'Сейф', 'Ресторан/кафе', 'Прачечная', 'Кондиционер', 'Wi-fi в комнатах', 'Курящие номера', 'Помощь малоподвижным людям', 'Ресепшн 24 часа', 'Парковка', 'Wi-Fi в лобби', 'Фен']","lgbt_friendly, city",69030,476,0.68,2.1124303,Москва - Центральный округ,26443.0,574.0,620.0,
1854488173,Калейдоскоп на Невском,"Невский Проспект, 61","Санкт-Петербург, Россия",59.93185,30.351873,3,9.3,950,42,2821,HOTEL,24,"['Ресепшн 24 часа', 'Телевизор', 'Прачечная', 'Кондиционер', 'Wi-Fi в лобби', 'Wi-fi в комнатах', 'Фен']","stylish, modern, designer, lgbt_friendly",69029,129,1.77,2.112131,Санкт-Петербург - Центральный район,14194.0,189.0,580.0,2638.0
1907338159,Нео Классик Академия,1 Karavannaya Ulitsa,"Санкт-Петербург, Россия",59.93708,30.34137,3,9.2,0,31,1994,HOTEL,24,"['Прачечная', 'Wi-Fi в лобби', 'Сейф', 'Ресепшн 24 часа']",,69028,20,0.0,2.1114461,Санкт-Петербург - Центральный район,14682.0,549.0,1392.0,1814.0
47953845,Отель Маросейка 2/15,Улица Маросейка 2/15,"Москва, Россия",55.75719,37.63196,3,9.0,1831,48,1073,HOTEL,24,"['Прачечная', 'Кондиционер', 'Wi-Fi в лобби', 'Фен', 'Сейф', 'Ресепшн 24 часа', 'Ресторан/кафе', 'Телевизор']","metro, transport, city",69026,327,0.44,2.1098535,Москва - Центральный округ,26859.0,86.0,1781.0,
14328206,Гостевой дом Милотель М+,Улица Крымская 11,"Геленджик, Россия",44.88805,37.30425,3,8.9,466,16,1263,HOTEL,24,"['Ресепшн 24 часа', 'Парковка', 'Прачечная', 'Кондиционер', 'Wi-Fi в лобби', 'Сейф']",,69022,130,0.0,2.0965853,Неизвестный район,1649.0,,,352.0
