name,checkinTime,checkoutTime,amenityFeature,address_Locality,street_Address,latitude,longitude,Otello_starRating,Otello_ratingValue,Otello_ratingCount,Otello_bestRating,Otello_worstRating
Rodina Residences Vladivostok 5*,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Звукоизоляция', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Вызов персонала', 'Широкий лифт']",Владивосток,"Набережная улица, 13",43.113634,131.870392,5,4.7,37,5,1
Соликамск,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Банкетный зал', 'Конференц-зал']",Соликамск,"улица 20 лет Победы, 119",59.647562,56.770711,2,4.2,37,5,1
Рубас,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Звукоизоляция', 'Фен', 'Тапочки', 'Сауна', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Пандус']",Дербентский район,No information,41.935032,48.384391,3,4.3,37,5,1
Паддок,12:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Тренажёрный зал', 'Завтрак', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Конференц-зал']",Курган,"Омская улица, 82и",55.463388,65.3681,3,4.6,37,5,1
Радуга,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Фен', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Пандус']",рп. Инжавино,"улица Чернышевского, 5",52.320738,42.494198,3,4.8,37,5,1
Сан Сочи Делина Резорт,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Комната для снаряжения', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",Адлер м-н,"Вегетарианская, 16",43.458722,39.907254,3,4.1,37,5,1
Троя,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Круглосуточная стойка регистрации', 'Прачечная']",Казань,"улица Восстания, 119",55.831401,49.051851,2,3.8,37,5,1
Ковчег,13:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Коливинг', 'Банкетный зал', 'Английский']",рп. Борисоглебский,"Первомайская улица, 2",57.255356,39.153872,3,4.4,36,5,1
Гранд,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа']",Новый Уренгой,"микрорайон Монтажников, 51а",66.086988,76.624138,3,4.6,36,5,1
Station Premier S12,14:00:00,12:00:00,"['Wi-Fi', 'Трансфер (платный)', 'Завтрак', 'Телевизор', 'Холодильник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",Санкт-Петербург,"Столярный переулок, 10-12",59.927394,30.311994,4,4.8,36,5,1
The Rison Hotel,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Молельная комната', 'Конференц-зал']",Махачкала,"улица Генерала Омарова, 15/1",42.957053,47.49403,4,4.7,36,5,1
Флигель,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа']",Санкт-Петербург,"Орловский переулок, 3 лит В",59.932251,30.363619,3,4.9,36,5,1
Полярная звезда,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Фен', 'Халат', 'Тапочки', 'Сауна', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал']",Усинск,"улица Нефтяников, 39",65.9947,57.571738,4,3.6,36,5,1
Буян-Бадыргы,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Широкий лифт', 'Английский']",Кызыл,"улица Московская, 1",51.705358,94.407688,3,3.8,36,5,1
Р.История,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Можно с животными', 'Завтрак', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Коливинг']",Котельники,"Новорязанское шоссе, 5а",55.666807,37.866542,3,4.3,36,5,1
Яуза,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Сауна', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Конференц-зал', 'Пандус']",Ахтубинск,"улица Бахчиванджи, 14",48.27613,46.166406,2,4.6,36,5,1
Арбат Первый *by 3452 Hotel Group ,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Хранение багажа']",Тюмень,"Мельничная, 83 к4",57.13725,65.551075,3,4.2,36,5,1
РаДом,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'SPA', 'Сауна', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Коливинг']",Лиски,"улица Коминтерна, 61Б",50.97833,39.481245,3,4.8,35,5,1
Мари,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Санкт-Петербург,"Старо-Петергофский проспект, 9Б",59.913859,30.277467,3,4.7,35,5,1
Brut hotel,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Завтрак', 'Кафе, ресторан', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Английский']",Самара,"Красноармейская улица, 76",53.189345,50.118726,3,4.4,35,5,1
Малый отель,13:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'SPA', 'Круглосуточная стойка регистрации', 'Прачечная']",Ангарск,"7-й микрорайон, 35",52.518306,103.868961,3,4.6,35,5,1
Санаторий им. С.М. Кирова,12:00:00,10:00:00,"['Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Утюг', 'Тапочки']",Пятигорск,"бульвар Гагарина, 39",44.048345,43.102101,3,3.8,35,5,1
Невский,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'Сауна', 'Круглосуточная стойка регистрации', 'Сейф', 'Банкетный зал', 'Конференц-зал']",Буденновск,"проспект Калинина, 100",44.79066,44.163022,3,4.3,35,5,1
Виктория,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа']",Анапа,"Горького, 77",44.901084,37.327511,3,4.6,35,5,1
Barin Residence Center ,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа']",Москва,"Садовническая улица, 8",55.747659,37.62769,4,4.4,35,5,1
Old Town,14:00:00,12:00:00,"['Wi-Fi', 'Трансфер (платный)', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Тапочки', 'Круглосуточная стойка регистрации', 'Хранение багажа', 'Английский', 'Французский']",Санкт-Петербург,"Днепровский переулок, 8 к1",59.938072,30.282513,1,4.8,35,5,1
Чехов Api,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Сауна', 'Сейф', 'Хранение багажа', 'Коливинг', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Английский']",Чехов муниципальный округ,No information,55.15021,37.393951,5,4.6,35,5,1
Кипарис,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Бассейн', 'Трансфер (платный)', 'Сауна', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации']",Екатеринбург,"Саввы Белых, 1а",56.801495,60.630695,3,4.5,34,5,1
Meereen hotel,14:00:00,12:00:00,"['Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Пандус']",Невинномысск,"Крымский переулок, 1",44.644761,41.937944,4,4.6,34,5,1
Амто,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Бассейн', 'Можно с животными', 'Завтрак', 'Бассейн с подогревом', 'Открытый бассейн', 'Круглосуточная стойка регистрации']",с. Эссо,"Советская улица, 8",55.926408,158.703197,2,4.5,34,5,1
Уют,14:00:00,12:00:00,"['Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная']",Ковров,"Генералова, 48",56.385881,41.317319,1,4.8,34,5,1
Ливадия,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Трансфер (платный)', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Коливинг']",Геленджик,"Чайковского, 27",44.554428,38.081347,3,4.7,34,5,1
Elle,14:00:00,12:00:00,"['Wi-Fi', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Английский']",Санкт-Петербург,"улица Коллонтай, 32 к2",59.924203,30.484902,2,3.8,34,5,1
Арга,12:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Коливинг', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Вызов персонала']",Ачинск,"улица Кирова, 83",56.305555,90.537144,3,4.4,33,5,1
Кадгарон,14:00:00,12:00:00,"['Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Банкетный зал', 'Конференц-зал', 'Английский']",Владикавказ,"улица Маркова, 20а",43.037153,44.688172,3,4.2,33,5,1
Сибирский,13:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Сауна', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Английский']",Челябинск,"улица Труда, 76",55.168469,61.407016,4,4.1,33,5,1
Гость,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная']",Тверь,"улица Коминтерна, 77Б",56.832375,35.907418,2,4.9,33,5,1
Narayana,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",Лоо пос.,"Декабристов, 167/70",43.680922,39.607819,2,4.8,33,5,1
Просперус,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Кафе, ресторан', 'Холодильник', 'Чайник', 'Фен', 'SPA', 'Сауна']",Сочи,"Красная, 34ж",43.583086,39.733208,2,4.4,33,5,1
Жемчужина Севера,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Пандус', 'Вызов персонала', 'Широкий лифт']",Вельск,"улица Дзержинского, 92",61.066661,42.107416,2,4.2,33,5,1
Reef,12:00:00,11:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа']",Оренбург,"Механизаторов, 24а",51.728652,55.095146,3,4.4,33,5,1
Full House,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Телевизор', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная']",х. Ленинаван,"улица Садовая, 43",47.275476,39.610005,3,4.6,33,5,1
Аврора-hotel,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Конференц-зал', 'Пандус']",рп. Октябрьский,"улица Ленина, 52",55.615654,37.968679,3,4.1,32,5,1
Глобус,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Круглосуточная стойка регистрации', 'Хранение багажа']",Тюмень,"улица Дружбы, 126",57.178807,65.587338,1,4.2,32,5,1
Парголовский,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Бассейн', 'Завтрак', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Сейф']",Санкт-Петербург,"улица Шишкина, 64 к2",60.089417,30.274959,1,2.6,32,5,1
Loft197,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Звукоизоляция', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Молельная комната']",Махачкала,"улица Хизроева, 76а",42.977002,47.472682,3,4.9,32,5,1
Вояж Парк,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Пандус']",Москва,"Крылатская улица, 12 к4",55.765389,37.438815,2,4.7,32,5,1
Роща невест,12:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Тренажёрный зал', 'Завтрак', 'Кафе, ресторан', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Тапочки', 'Сауна', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Коливинг', 'Банкетный зал', 'Конференц-зал', 'Английский', 'Немецкий', 'Французский']",Курск,"Тропинка, 30",51.779768,36.156812,4,3.9,32,5,1
Априори,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Утюг', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Английский']",Санкт-Петербург,"Гаванская улица, 9",59.929514,30.242321,3,4.6,32,5,1
John truck,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная']",Дзержинск,"Московское шоссе 390 километр, 3",56.302227,43.54717,3,4.5,31,5,1
Персона Грата,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Фен', 'Халат', 'Тапочки', 'Сауна', 'Круглосуточная стойка регистрации', 'Прачечная', 'Вызов персонала']",Новокузнецк,"улица Кирова, 105",53.757979,87.167454,3,4.5,31,5,1
Венеция,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Завтрак', 'Телевизор', 'Холодильник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Кисловодск,"Курортный бульвар, 2д",43.904611,42.716561,4,4.8,31,5,1
Апрель,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Кафе, ресторан', 'Сауна', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф']",Людиново,"улица Герцена, 12а",53.837035,34.409629,3,4.2,31,5,1
Прасковья,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Круглосуточная стойка регистрации', 'Прачечная']",Саянск,"Юбилейный микрорайон, 13",54.109821,102.163426,3,4.1,31,5,1
Mairi,15:00:00,12:00:00,"['Парковка', 'Бассейн', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Комната для снаряжения', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Конференц-зал']",с. Архыз,"Горная улица, 13",43.550815,41.176772,5,3.9,31,5,1
Резиденция Мария,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Пляж', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Тапочки', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Банкетный зал', 'Конференц-зал', 'Пандус']",Энгельс,"Пятница, 7",51.476084,46.047755,3,3.5,31,5,1
Norke,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Прачечная', 'Хранение багажа']",Москва,"Подколокольный переулок, 8 ст6",55.752599,37.641442,4,3.7,31,5,1
Солнечный,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Тапочки', 'Круглосуточная стойка регистрации', 'Хранение багажа', 'Банкетный зал']",Нижний Тагил,"Липовый тракт, 18",57.919174,59.938069,2,4.1,31,5,1
Арт сити,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'SPA', 'Сауна', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский', 'Немецкий']",Волгодонск,"улица Ленина, 52а",47.519259,42.149766,4,3.6,30,5,1
Гранд,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Можно с животными', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа']",Чебоксары,"проспект Мира, 84",56.110427,47.267414,2,3.0,30,5,1
Усадьба,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'SPA', 'Прачечная', 'Сейф']",Череповец,"улица Краснодонцев, 124",59.13129,38.014765,3,4.8,30,5,1
Hotel palace,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Кафе, ресторан', 'Круглосуточная стойка регистрации']",Волгоград,"улица им. Землячки, 40",48.753824,44.48469,2,2.6,30,5,1
Vera Baikal,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Сауна', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",рп. Листвянка,"Горького, 8",51.843395,104.878547,3,4.6,30,5,1
Кабардинка,15:00:00,12:00:00,"['Телевизор', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Пандус']",с. Кабардинка,"улица Революционная, 105",44.659333,37.921294,3,3.3,30,5,1
Miris,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Звукоизоляция', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Вызов персонала', 'Широкий лифт']",Санкт-Петербург,"Всеволода Вишневского, 1а",59.966274,30.304482,4,4.6,30,5,1
Вояж Васкелово,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Можно с животными', 'Тренажёрный зал', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Фен', 'Тапочки', 'Сауна', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",д. Васкелово,"Ленинградское шоссе, 1",60.372079,30.347872,3,4.5,30,5,1
Уютель,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Круглосуточная стойка регистрации', 'Прачечная']",Уфа,"Архитектурная, 5",54.817581,56.079744,3,5.0,30,5,1
Гостиница,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная']",с. Паша,"Юбилейная улица, 5 к А",60.400953,33.023095,2,4.4,30,5,1
Начало,14:00:00,12:00:00,"['Wi-Fi', 'Можно с животными', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг']",Санкт-Петербург,"Варфоломеевская, 6 ст1",59.879194,30.419591,3,4.4,29,5,1
Зодиак-Созвездие S,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",Тольятти,"бульвар 50 лет Октября, 46",53.532956,49.430184,3,4.6,29,5,1
Горки,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Пляж', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",Сысерть,"улица Токарей, 29",56.492126,60.809783,3,4.0,29,5,1
Пражечка,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Вызов персонала']",Белово,"Московская, 9а",54.410391,86.311618,3,4.0,29,5,1
Сова,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Кафе, ресторан', 'Телевизор', 'Фен', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа']",Москва,"Братеевская улица, 10 к4",55.630412,37.76276,3,3.9,29,5,1
