name,checkinTime,checkoutTime,amenityFeature,address_Locality,street_Address,latitude,longitude,Otello_starRating,Otello_ratingValue,Otello_ratingCount,Otello_bestRating,Otello_worstRating
Шато Волго,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Пандус']",Москва,"Тверская улица, 9 ст5",55.759622,37.610373,3,4.3,62,5,1
Aquamarine,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Тренажёрный зал', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Москва,"Озерковская набережная, 26",55.73919,37.636563,4,4.8,672,5,1
Бригантина,13:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Сауна', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Пандус']",Хабаровск,"улица Дикопольцева, 3",48.480812,135.087045,3,4.0,566,5,1
GP F&G,15:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Трансфер (платный)', 'Сауна', 'Детский уголок', 'Прачечная', 'Сейф', 'Пандус']",Адлер м-н,"улица Просвещения, 118/Б",43.444379,39.904827,3,4.4,243,5,1
Nova,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Телевизор', 'Фен', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Английский']",Санкт-Петербург,"Маяковского, 46",59.941624,30.354393,3,4.0,111,5,1
Villa Arianа,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Комната для снаряжения', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус']",с. Эстосадок,"Берёзовая, 59",43.683336,40.272652,4,4.7,634,5,1
Садовое кольцо,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Английский']",Москва,"проспект Мира, 14 ст2",55.774949,37.633185,4,4.5,490,5,1
Отель 28,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Тапочки', 'Детский уголок', 'Комната для снаряжения', 'Прачечная', 'Сейф', 'Хранение багажа', 'Конференц-зал', 'Английский']",Сочи,"Сулимовка, 7",43.664063,40.314583,3,4.9,434,5,1
Edge Vinogradovo-Moscow,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Тренажёрный зал', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Утюг', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Гараж', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Широкий лифт', 'Английский']",Москва,"Дмитровское шоссе, 171",55.943625,37.536105,4,4.4,333,5,1
Ibis Москва,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Домодедово городской округ,"Москва-аэропорт Домодедово 40 километр, 3",55.451723,37.859405,3,4.3,326,5,1
Лотте отель Владивосток,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Звукоизоляция', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Английский']",Владивосток,"Семёновская улица, 29",43.118337,131.888649,5,4.5,309,5,1
Альбион,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Челябинск,"Кыштымская, 9",55.184923,61.392022,3,4.8,249,5,1
Сафмар Аврора Люкс ,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн для взрослых', 'Крытый бассейн', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Москва,"улица Петровка, 11",55.762974,37.617252,5,4.7,180,5,1
Kristall Hotel&Spa,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Подъёмник', 'Вызов персонала', 'Широкий лифт', 'Английский', 'Немецкий']",Светлогорск,"улица Ленина, 52",54.941618,20.136962,4,4.6,158,5,1
Bridge,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Пляж', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Фен', 'Утюг', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Комната для снаряжения', 'Круглосуточная стойка регистрации', 'Гараж', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал']",пгт Красная Поляна,"Защитников Кавказа, 39",43.678471,40.208442,4,4.9,16,5,1
Авиатор Шереметьево,12:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Химки,"Международное шоссе, вл5а",55.954101,37.407713,3,4.6,907,5,1
Grand Palace,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Пляж', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Английский']",Светлогорск,"Береговой переулок, 2",54.945712,20.148903,5,4.7,428,5,1
Сибирское Подворье,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Звукоизоляция', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Владивосток,"Океанский проспект, 26Б",43.120432,131.88769,3,4.6,300,5,1
Alva Donna,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Банкетный зал', 'Конференц-зал', 'Пандус']",Котельники,"2-й Покровский проезд, 10",55.661452,37.856014,3,4.2,194,5,1
Маякоvsкий,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Пляж', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Банкетный зал', 'Английский']",пос. Лесной,"улица Взморья, 42 ст2",55.014832,20.610234,4,4.1,91,5,1
Мартон Сезон,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа']",Ростов-на-Дону,"улица Текучёва, 161",47.238654,39.726541,3,4.1,46,5,1
Отель ЛЮБАВА,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Бассейн', 'Завтрак', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная']",с. Манжерок,"трасса Чуйский тракт 469 км, 2",51.832782,85.738051,3,4.7,246,5,1
Дон Кихот,13:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Английский']",Тольятти,"улица Громовой, 39",53.488862,49.487418,2,4.4,160,5,1
Речные земли,14:00:00,11:00:00,"['Wi-Fi', 'Парковка', 'Завтрак', 'Холодильник', 'Чайник', 'Фен', 'SPA']",с. Акташ,"Ленинская улица, 96",50.333198,87.640417,3,4.7,71,5,1
Олимп-парк,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Бассейн', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Тапочки', 'SPA', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Банкетный зал', 'Конференц-зал', 'Пандус']",Белокуриха,"улица Бреславского, 22/2",51.953179,84.883362,3,4.2,64,5,1
Философия Гор,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Можно с животными', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Фен', 'Тапочки', 'Комната для снаряжения', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа']",Сочи,"Буковый лес, 1",43.661579,40.317872,2,4.6,14,5,1
Башкирия,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Гараж', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Английский']",Уфа,"Ленина, 25/29",54.730703,55.949172,4,4.7,863,5,1
Kazan Palace by Tasigo,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Подъёмник', 'Английский']",Казань,"улица Калинина, 3Б",55.782558,49.137268,5,4.2,367,5,1
Petro palaсe hotel,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Санкт-Петербург,"Малая Морская, 14 лит А",59.934757,30.311107,5,4.7,349,5,1
Аэродром Танай,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",с. Журавлево,"Авиационная улица, 1",54.754723,85.114866,3,4.7,161,5,1
Спектрсити Хамовники,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Конференц-зал']",Москва,"улица Усачёва, 35 ст1",55.72241,37.561645,3,4.7,89,5,1
Cosmos Novosibirsk Hotel,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Широкий лифт', 'Английский', 'Китайский', 'Немецкий']",Новосибирск,"Дмитрия Шамшурина, 37",55.032642,82.899241,4,4.6,1320,5,1
Будапешт,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Коливинг', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Английский']",Москва,"улица Петровские Линии, 2",55.763957,37.61965,4,4.3,791,5,1
ibis Moscow Paveletskaya,15:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Конференц-зал', 'Пандус', 'Подъёмник', 'Вызов персонала', 'Широкий лифт']",Москва,"улица Щипок, 22 ст1",55.723851,37.634564,3,4.3,753,5,1
Kravt Nevsky Hotel&SPA,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Широкий лифт', 'Английский']",Санкт-Петербург,"улица Александра Невского, 8а",59.925913,30.384025,4,4.7,655,5,1
Официальная гостиница музея Государственный Эрмитаж,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Чайник', 'Мини-бар', 'Сейф', 'Звукоизоляция', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Вызов персонала', 'Широкий лифт', 'Английский', 'Французский', 'Турецкий']",Санкт-Петербург,"Правды, 10",59.923451,30.343282,5,4.6,286,5,1
Октавиана,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Санкт-Петербург,"Невский проспект, 74-76",59.933098,30.347651,3,4.7,244,5,1
Набат Палас,14:00:00,12:00:00,"['Wi-Fi', 'Завтрак', 'Телевизор', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Хранение багажа', 'Английский', 'Турецкий']",Москва,"улица Арбат, 28/1 ст2",55.749705,37.590959,4,4.7,192,5,1
Талисман,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Телевизор', 'Холодильник', 'Халат', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Английский']",Барнаул,"Пионеров, 11д",53.361245,83.766053,3,4.6,155,5,1
Кристалл,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Крытый бассейн', 'Круглосуточная стойка регистрации', 'Хранение багажа', 'Конференц-зал', 'Пандус', 'Вызов персонала', 'Широкий лифт']",Обнинск,"улица Курчатова, 32",55.108717,36.618012,4,5.0,13,5,1
Маросейка 2/15,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Москва,"улица Маросейка, 2/15 ст1",55.757097,37.632273,3,4.8,715,5,1
Покровка 6 ,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Телевизор', 'Чайник', 'Фен', 'Тапочки', 'Круглосуточная стойка регистрации', 'Хранение багажа', 'Английский']",Москва,"улица Покровка, 6",55.758764,37.642112,3,4.9,594,5,1
Демократ,14:00:00,12:00:00,"['Wi-Fi', 'Трансфер (платный)', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Круглосуточная стойка регистрации']",Санкт-Петербург,"набережная реки Фонтанки, 104 к2 лит К",59.922311,30.326807,2,4.6,380,5,1
Arka,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Телевизор', 'Чайник', 'Фен', 'Тапочки', 'Сауна', 'Бассейн для взрослых', 'Крытый бассейн', 'Круглосуточная стойка регистрации']",Уссурийск,"улица Плеханова, 29",43.797365,131.944938,3,4.2,359,5,1
Талисман,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Можно с животными', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Английский']",Санкт-Петербург,"Гороховая, 41",59.929041,30.320979,3,4.8,346,5,1
Golden Tennis Club,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Банкетный зал', 'Английский']",Адлер м-н,"улица Просвещения, 17",43.424402,39.916235,3,4.6,212,5,1
Seven hills,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Широкий лифт', 'Английский']",Москва,"Пестовский переулок, 3",55.745387,37.659342,3,4.3,179,5,1
Mon Ami,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Телевизор', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Пандус']",Химки,"Совхозная улица, 29",55.905667,37.484817,3,4.3,174,5,1
Loft Hotel,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Хранение багажа', 'Коливинг', 'Широкий лифт', 'Английский']",Нижний Новгород,"улица Родионова, 110",56.318876,44.060295,3,4.7,147,5,1
Верещагинская Дача by Provence,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Круглосуточная стойка регистрации', 'Сейф']",Сочи,"Черноморская, 4",43.569417,39.733898,5,4.9,82,5,1
Ольхон,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Фен', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Английский', 'Испанский']",пос. Хужир,"Байкальская улица, 64/1",53.194176,107.353873,2,4.1,65,5,1
Marins Park Hotel Ростов,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Ростов-на-Дону,"Будённовский проспект, 59",47.226898,39.703702,3,4.1,1753,5,1
Intourist Hotel Kolomenskoe,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Тренажёрный зал', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Гараж', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Вызов персонала', 'Широкий лифт', 'Английский']",Москва,"Каширское шоссе, 39Б",55.647113,37.673504,4,4.7,827,5,1
Гостиниц.NET,14:00:00,12:00:00,"['Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Утюг']",Новосибирск,"Ядринцевская, 71",55.03481,82.934892,3,4.9,538,5,1
Бурдугуз,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Подъёмник']",пос. Бурдугуз,"Лесная, 1",52.05711,104.602234,4,4.2,526,5,1
Октябрьская,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Сауна', 'Бассейн для взрослых', 'Крытый бассейн', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Английский']",Красноярск,"проспект Мира, 15",56.01266,92.888061,4,4.4,305,5,1
