id,name,address,location_id,latitude,longitude,stars,rating,reviews_count,min_price,distance_to_center,property_type,photos_count,amenities,badges,check_in,check_out,popularity,popularity2,trending_speed,pois_distances,weights,district_name,checkinTime,checkoutTime,amenityFeature,address_Locality,street_Address,latitude_y,longitude_y,Otello_starRating,Otello_ratingValue,Otello_ratingCount,Otello_bestRating,Otello_worstRating
1912527190,апарт салют петербург,"Пулковское шоссе, 14Е","Санкт-Петербург, Россия",59.83101,30.32768,0,9.9,0,0,13271,APARTHOTEL,24,,,,,61428,6,0.0,"airport: 2975, metro_station: 2016, metro_station: 1238, metro_station: 2924, metro_station: 2842, metro_station: 2683",0.754528,Санкт-Петербург - Московский район,,,,,,,,,,,,
147764163,коттедж в сочи на берегу моря,"Курортный пр-т, д. 137","Сочи, Россия",43.53842,39.80502,0,9.2,0,0,8601,HOTEL,24,"0, 1, 4, 6, 8, 12, 19, 20",,,,61424,0,0.0,"airport: 14823, beach: 1854, beach: 372, beach: 1006",0.75442255,Сочи - Центральный район,,,,,,,,,,,,
1900041444,частный сектор. гавань.,ул. Победы д. 240/3,"Сочи, Россия",43.92714,39.31246,0,8.6,0,0,50213,HOTEL,17,,,,,61423,4,0.0,"airport: 73373, beach: 618, beach: 2362, beach: 822, train_station: 1497, beach: 1174, beach: 847",0.7543775,Сочи - Лазаревский район,,,,,,,,,,,,
1909960535,guests love on zvenigorodskaya,1 Ulitsa Pravdy,"Санкт-Петербург, Россия",59.92497,30.34454,0,7.8,0,0,3194,GUEST,5,10,,,,61422,6,0.0,"airport: 13373, metro_station: 343, metro_station: 931, metro_station: 579, metro_station: 369, metro_station: 755, train_station: 3499, train_station: 1035, train_station: 3224, beach: 2988",0.75417304,Санкт-Петербург - Центральный район,,,,,,,,,,,,
4765605,hostel rainbow,"Лучников пер., д. 7/4, стр. 6, кв. 43","Москва, Россия",55.759167,37.63092,0,7.5,57,0,1156,HOSTEL,17,"1, 4, 5, 13, 18, 22",,,,61421,0,0.0,"airport: 27425, airport: 41870, airport: 26636, metro_station: 223, metro_station: 297, metro_station: 781, metro_station: 476, metro_station: 734, train_station: 2447, train_station: 2573, train_station: 2275, train_station: 2266, train_station: 1844, airport: 38397",0.75413334,Москва - Центральный округ,,,,,,,,,,,,
1249994023,salvador v dali guest house,"Тростниковая, 77","Сочи, Россия",43.41034,39.96447,0,8.5,0,0,27709,GUEST,24,"3, 6",,,,61420,17,0.0,"airport: 4678, beach: 1302, beach: 3412, beach: 1613, beach: 3794, beach: 3056",0.7540767,Сочи - Адлерский район,,,,,,,,,,,,
47428401,гостевой дом анюта,Плеханова Улица  73,"Сочи, Россия",43.62306,39.69948,0,7.8,0,0,4521,GUEST,24,"4, 6, 18",,,,61419,22,0.0,"airport: 27471, beach: 210, sight: 3970, train_station: 4198, beach: 424, beach: 810, beach: 120, beach: 147",0.7540501,Сочи - Центральный район,,,,,,,,,,,,
714480,атмосфера на невском 132,"Невский проспект 132, Санкт-Петербург","Санкт-Петербург, Россия",59.930508,30.367556,3,7.6,0,0,3578,BB,19,"3, 18",,,,61417,11,0.0,"airport: 14225, metro_station: 1131, metro_station: 697, metro_station: 1184, metro_station: 405, metro_station: 1217, train_station: 2897, train_station: 389, train_station: 4623, beach: 3411",0.7539599,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1914495538,анапа loft inn,Верхний проезд 5,"Геленджик, Россия",44.9678,37.29175,0,9.2,0,21,8926,GUEST,24,,,,,61414,2,0.0,"airport: 7789, 71669: 72557, train_station: 2745, airport: 46710, beach: 1208",0.7537424,Неизвестный район,,,,,,,,,,,,
49973691,гостевой дом кит,Сочинское шоссе 10,"Сочи, Россия",43.9017,39.34739,0,8.6,0,0,46240,GUEST,1,"4, 6",,,,61413,11,0.0,"airport: 69394, beach: 1776, train_station: 2592, beach: 617, beach: 1940, beach: 2959, beach: 1494",0.7536838,Сочи - Лазаревский район,,,,,,,,,,,,
1389856,невский на рубинштейна,"ул. Рубинштейна, д.2","Санкт-Петербург, Россия",59.9323,30.34647,0,7.3,42,0,2581,HOSTEL,24,"6, 12, 13, 22",,,,61412,8,0.0,"airport: 14195, metro_station: 731, metro_station: 546, metro_station: 494, metro_station: 789, metro_station: 457, train_station: 2678, train_station: 874, train_station: 3855, beach: 2392",0.7534481,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1899146558,гости любят на чехова,Ulitsa Chekhova 4B apt 108,"Санкт-Петербург, Россия",59.9369,30.35239,0,7.2,0,0,2473,GUEST,24,"3, 4, 10, 12",,,,61408,16,0.0,"airport: 14752, metro_station: 1075, metro_station: 628, metro_station: 938, metro_station: 751, metro_station: 1028, train_station: 2123, train_station: 970, train_station: 4455, beach: 2312",0.75275457,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1326179456,hotel 7stars,"Kolokolnaya Street, 2","Санкт-Петербург, Россия",59.92893,30.34843,2,0.0,0,0,2943,HOTEL,16,"4, 5, 6, 12, 18",,,,61405,0,0.0,"airport: 13842, metro_station: 163, metro_station: 467, metro_station: 734, metro_station: 149, metro_station: 984, train_station: 3029, train_station: 700, beach: 2748",0.7524315,Санкт-Петербург - Центральный район,,,,,,,,,,,,
42041068,гостиница аркадия,Переулок Богдана Хмельницкого 11,"Сочи, Россия",43.4261,39.91701,0,8.5,0,0,23788,GUEST,24,"4, 5, 6, 10, 12",,,,61404,14,0.0,"airport: 3190, 294148: 1361, train_station: 2612, beach: 3378, beach: 3537, beach: 781, beach: 1347",0.7522655,Сочи - Адлерский район,,,,,,,,,,,,
1907336230,аморе2,1A Ulitsa Serebryanaya,"Геленджик, Россия",44.9839,37.25527,0,7.8,0,0,11616,GUEST,24,"3, 5, 10, 14, 19",,,,61397,15,0.0,"airport: 10506, 71669: 75924, airport: 50082, beach: 2824",0.7517195,Неизвестный район,,,,,,,,,,,,
1863251338,guest house parentes,Prospekt Yuzhny pereulok Spartanski d.2,"Геленджик, Россия",44.98935,37.25553,0,8.5,0,0,12154,GUEST,24,"5, 6, 10",,,,61396,8,0.0,"airport: 11039, 71669: 76277, airport: 50426, beach: 3316",0.7517195,Неизвестный район,,,,,,,,,,,,
1899666885,мини-отель арт-мир на невском,"Bolshaya Morskaya Ulitsa 7, Apt. 9-10, 15-16","Санкт-Петербург, Россия",59.936607,30.317204,0,8.2,0,0,1492,HOTEL,8,"5, 10, 11, 12, 18",lgbt_friendly,,,61391,10,0.0,"airport: 14522, metro_station: 968, metro_station: 1125, metro_station: 1086, metro_station: 564, metro_station: 137, train_station: 3044, train_station: 2570, train_station: 3438, beach: 1258",0.75130105,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1908598671,zamok,"Stepnoy Pereulok 6, Анапа","Геленджик, Россия",44.90315,37.32928,0,7.3,0,0,1632,HOTEL,5,"0, 1, 3, 5, 6, 10, 14, 20",,,,61385,3,0.0,"airport: 1053, 71669: 65939, beach: 842, beach: 828, beach: 2339, beach: 968, airport: 40255, beach: 960",0.75130105,Неизвестный район,,,,,,,,,,,,
29893001,валенки,Улица Грузинский Вал 28/45,"Москва, Россия",55.72903,37.593735,0,7.1,277,0,2965,HOSTEL,24,"4, 5, 6, 12, 13, 18, 22",economy,,,61383,18,0.0,"airport: 23532, airport: 39902, airport: 28609, metro_station: 787, metro_station: 1436, metro_station: 863, metro_station: 1216, metro_station: 1773, ski_lift: 3557, ski_lift: 3831, train_station: 2367, airport: 38726",0.75116473,Москва - Центральный округ,,,,,,,,,,,,
11747003,лиана,"ул. Победы, д. 158","Сочи, Россия",43.919613,39.31941,2,0.0,0,0,49216,HOTEL,15,"0, 1, 4, 6, 18",,,,61380,2,0.0,"airport: 72383, beach: 506, beach: 1379, beach: 330, train_station: 512, beach: 317, beach: 279",0.7509077,Сочи - Лазаревский район,,,,,,,,,,,,
1909227656,аквамарин гостевой дом,Teatralnaya Ulitsa 4/6,"Сочи, Россия",43.57265,39.73255,0,7.7,0,0,1717,GUEST,4,"6, 9, 10, 12",,,,61373,8,0.0,"airport: 21734, ski_lift: 734, beach: 2459, beach: 3772, beach: 439, sight: 2348, train_station: 2147, beach: 339, beach: 909",0.75016785,Сочи - Центральный район,,,,,,,,,,,,
1862981268,mari ros,"poselok Nizhnyaya Beranda, ul. Blizhnyaya 11/1","Сочи, Россия",43.75014,39.523,0,8.4,0,0,24262,GUEST,4,"5, 6, 10, 14",,,,61372,2,0.0,"airport: 47497, beach: 3111, beach: 3113",0.74978405,Неизвестный район,,,,,,,,,,,,
1469379592,papaya маrinero,Черноморская 13 2 этажный дом,"Геленджик, Россия",45.05405,37.14546,0,8.4,0,0,22844,GUEST,13,"0, 1, 5, 6, 8, 20",,,,61371,6,0.0,"airport: 21789, 71669: 87523, airport: 61665, beach: 2129, beach: 2129",0.74978405,Неизвестный район,,,,,,,,,,,,
1909619928,гостевой дом терская 3а,3 Ulitsa Terskaya Строение 2,"Геленджик, Россия",44.8883,37.30289,0,7.1,0,0,1364,GUEST,5,"3, 5, 6, 10",,,,61354,67,0.0,"airport: 1694, 71669: 66773, beach: 1860, beach: 990, beach: 1212, airport: 41268, beach: 284, beach: 1211",0.74934906,Неизвестный район,,,,,,,,,,,,
1623237968,отель «демократия» («все включено ультра»),"2-й проезд, д.10, Сукко","Геленджик, Россия",44.7898,37.39542,3,6.4,0,220,12633,HOTEL,24,"0, 1, 4, 5, 6, 8, 10, 12, 14, 18, 19, 20",,,,61352,3,0.0,"airport: 13736, 71669: 55030, 299550: 3831, beach: 1237, beach: 3081, 319175: 3831, airport: 30422",0.7489824,Неизвестный район,,,,,,,,,,,,
40620840,академии александра островского,"ул. Юннатов., владение 1","Москва, Россия",55.89548,37.45942,0,8.4,52,0,18794,HOSTEL,10,"0, 4, 5, 6, 18",,,,61351,0,0.0,"airport: 34150, airport: 60181, airport: 8317, metro_station: 4143, metro_station: 4633, beach: 2012, beach: 296, airport: 56070",0.7486259,Москва - Северный округ,,,,,,,,,,,,
1899147594,апельсин отель на дубровке,Улица Сайкина 1/2,"Москва, Россия",55.70881,37.66924,3,7.5,0,0,5807,HOTEL,24,,,,,61349,10,0.0,"airport: 26415, airport: 35779, airport: 32692, metro_station: 1068, metro_station: 2110, metro_station: 803, metro_station: 2538, metro_station: 1119, ski_lift: 4976, ski_lift: 4809, airport: 33493",0.7483872,Москва - Центральный округ,,,,,,,,,,,,
1537897563,орион (orion),"ул. Калинина, д. 1, лит. А","Геленджик, Россия",44.890896,37.29773,2,0.0,0,0,1761,HOTEL,1,"0, 1, 3, 4, 5, 6",,,,61348,0,0.0,"airport: 1802, 71669: 67271, beach: 1933, beach: 670, beach: 1313, airport: 41762, beach: 66, beach: 1313",0.7483694,Неизвестный район,,,,,,,,,,,,
148682324,апартотель пулково-парк,"Пулковское ш., д. 14","Санкт-Петербург, Россия",59.83197,30.32664,3,8.1,0,0,13161,APARTHOTEL,24,"0, 3, 4, 5, 6, 10, 12, 18",,,,61346,12,0.0,"airport: 3055, metro_station: 1901, metro_station: 1280, metro_station: 2989, metro_station: 2888, metro_station: 2751",0.7482215,Санкт-Петербург - Московский район,,,,,,,,,,,,
1582805442,хостел лен инн люкс,22А Dukhovskoy pereulok 1 floor,"Москва, Россия",55.70605,37.61443,0,7.6,0,0,5124,HOSTEL,24,"1, 4, 5, 6, 10, 13, 22",,,,61345,72,0.0,"airport: 23233, airport: 37038, airport: 31467, metro_station: 1775, metro_station: 1479, metro_station: 2605, metro_station: 2391, metro_station: 599, ski_lift: 3335, ski_lift: 3209, ski_lift: 3073, ski_lift: 4277, ski_lift: 3439, airport: 36446",0.74818265,Москва - Центральный округ,,,,,,,,,,,,
1769419717,лаура,Центральная 50/6,"Сочи, Россия",43.80042,39.4704,0,8.4,0,16,31260,HOTEL,24,"3, 5, 6, 10",,,,61343,4,0.0,airport: 54440,0.7467231,Сочи - Лазаревский район,,,,,,,,,,,,
21819516,гранат на круговой,Круговая Улица 8,"Сочи, Россия",43.6979,39.58965,2,8.2,15,0,16360,GUEST,24,"1, 5, 6, 18",,,,61342,8,0.0,"airport: 39605, beach: 4390, beach: 2418, beach: 1084, beach: 4390, beach: 2419",0.74792993,Неизвестный район,,,,,,,,,,,,
1857937220,guest house lev,"Kooperativnaya, 17","Геленджик, Россия",44.78719,37.39497,0,8.6,0,0,12873,GUEST,14,"5, 6, 10",,,,61341,3,0.0,"airport: 13980, 71669: 54933, 299550: 3539, beach: 1077, beach: 2791, 319175: 3539, airport: 30380",0.74777454,Неизвестный район,,,,,,,,,,,,
1900172009,кантина-анапа усадьба-винодельня,"Полевые земли ЗАО АФ ""Рассвет и В"", секция 2, контур 11","Геленджик, Россия",44.86606,37.46272,0,8.6,0,0,11587,GUEST,5,"3, 6, 10",,,,61340,1,0.0,"airport: 12110, 71669: 54991, airport: 29175",0.74777454,Неизвестный район,,,,,,,,,,,,
46675337,отель sleep at home,"ул. Причистенка, д.17/9","Москва, Россия",55.741974,37.59541,0,9.1,0,0,1784,HOTEL,24,"4, 5, 6, 10, 11, 12, 18",,,,61333,19,0.0,"airport: 24495, airport: 41118, airport: 27329, metro_station: 1292, metro_station: 655, metro_station: 611, metro_station: 1273, metro_station: 959, ski_lift: 4593, ski_lift: 4908, train_station: 3876, train_station: 4454, train_station: 1912, airport: 39312",0.7475831,Москва - Центральный округ,,,,,,,,,,,,
12911073,moscow streets 1905 year street moscow,"Rayon Ulitsi Devjatsot Pyatogo Goda; Moscow, Moscow","Москва, Россия",55.76525,37.561596,0,8.3,23,0,3805,HOTEL,9,,,,,61329,0,0.0,"airport: 24704, airport: 44400, airport: 24119, metro_station: 1326, metro_station: 1364, metro_station: 1866, metro_station: 109, metro_station: 1126, train_station: 3628, train_station: 1675, train_station: 2504, airport: 42436",0.74713534,Москва - Центральный округ,,,,,,,,,,,,
23974956,амелия (amelia),"ул. Павлика Морозова, д.35, лит.А","Сочи, Россия",43.42717,39.919777,3,7.5,23,0,23850,GUEST,24,"4, 6, 12",,,,61328,5,0.0,"airport: 2961, 294148: 1437, train_station: 2611, beach: 3324, beach: 3529, beach: 872, beach: 1373",0.74683714,Сочи - Адлерский район,,,,,,,,,,,,
1912255266,apartbar,"14 строение 6 Пулковское шоссе корпус 5.2., этаж 11","Санкт-Петербург, Россия",59.83106,30.32977,0,9.7,0,0,13271,APARTHOTEL,24,,,,,61327,0,0.0,"airport: 3025, metro_station: 2034, metro_station: 1122, metro_station: 2807, metro_station: 2725, metro_station: 2567",0.74682873,Санкт-Петербург - Московский район,,,,,,,,,,,,
1912255252,в питере жить,"5-й Предпортовый проезд дом 2, 2 этаж","Санкт-Петербург, Россия",59.84043,30.31278,0,9.8,0,0,12209,APARTHOTEL,24,,,,,61326,0,0.0,"airport: 3827, metro_station: 1057, metro_station: 2779, metro_station: 2203, metro_station: 3479, metro_station: 2917",0.74682873,Санкт-Петербург - Московский район,,,,,,,,,,,,
715411,moscow home,"2-й Неопалимовский переулок, 3, Москва, 119121","Москва, Россия",55.73912,37.582703,0,6.9,115,0,2616,HOSTEL,24,"0, 1, 5, 6, 12, 13, 18, 22",economy,,,61324,11,0.0,"airport: 23678, airport: 41218, airport: 27309, metro_station: 844, metro_station: 1330, metro_station: 1459, metro_station: 950, metro_station: 1195, ski_lift: 3847, ski_lift: 4174, train_station: 4084, train_station: 1187, airport: 39859",0.7468141,Москва - Центральный округ,,,,,,,,,,,,
49681613,отель «пан чемодан»,"per. Devyatkin, 2, Moskva, Russia, 101000, Москва","Москва, Россия",55.75948,37.63868,0,0.0,0,0,1566,HOTEL,24,"1, 3, 4, 5, 10, 11, 12, 14, 18",,,,61322,4,0.0,"airport: 27825, airport: 41708, airport: 26853, metro_station: 710, metro_station: 741, metro_station: 567, metro_station: 590, metro_station: 668, train_station: 2142, train_station: 2250, train_station: 2001, train_station: 1946, train_station: 1362, airport: 38011",0.74663305,Москва - Центральный округ,,,,,,,,,,,,
3915308,правда,"ул. Правды, д. 22","Санкт-Петербург, Россия",59.921124,30.33925,2,8.1,0,0,3455,HOTEL,24,"1, 3, 4, 12, 13, 22",,,,61320,41,0.0,"airport: 12908, metro_station: 862, metro_station: 239, metro_station: 875, metro_station: 887, metro_station: 526, train_station: 3979, train_station: 1514, train_station: 2733, beach: 3244",0.74637955,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1388566357,"гостевой дом ""отдых у марии""","ул. Заводская, д.55","Геленджик, Россия",45.00172,37.28488,3,7.9,0,0,12718,GUEST,11,"1, 4, 6",,,,61319,13,0.0,"airport: 11584, 71669: 75337, airport: 49464, beach: 4275",0.7463569,Неизвестный район,,,,,,,,,,,,
1708687953,guest house poseidon,Maykopskaya ulitsa 11,"Сочи, Россия",44.01148,39.18194,0,8.9,0,0,64182,GUEST,24,"3, 5, 10, 12, 14",,,,61317,2,0.0,"airport: 87378, beach: 465, beach: 1496, 302273: 624, train_station: 3763, beach: 541, beach: 750",0.7460816,Неизвестный район,,,,,,,,,,,,
148682556,гостевой дом юг,Улица Калинина 10,"Сочи, Россия",43.42939,39.91468,0,9.2,0,0,23390,GUEST,24,"1, 4, 6, 10",,,,61316,13,0.0,"airport: 3037, 294148: 965, train_station: 2201, beach: 3776, beach: 3126, beach: 392, beach: 1759",0.74584734,Сочи - Адлерский район,,,,,,,,,,,,
47340932,отель day dream inn,"ул. Моховая, 44","Санкт-Петербург, Россия",59.938915,30.345356,0,8.5,0,0,2023,HOTEL,24,"1, 3, 4, 10, 11, 12, 18",,,,61314,11,0.0,"airport: 14914, metro_station: 851, metro_station: 996, metro_station: 1091, metro_station: 1019, metro_station: 1180, train_station: 1980, train_station: 1377, train_station: 4382, beach: 1862",0.74543333,Санкт-Петербург - Центральный район,,,,,,,,,,,,
50084228,квартира анна,"ул. Гагарина, д. 25","Сочи, Россия",43.603374,39.723175,0,0.0,0,0,2024,HOTEL,1,"1, 4, 6, 12",,,,61310,0,0.0,"airport: 24576, ski_lift: 4079, beach: 1281, beach: 1255, sight: 1769, train_station: 1364, beach: 2999, beach: 2782, beach: 2777",0.74543333,Сочи - Центральный район,,,,,,,,,,,,
46173052,дом на урицкого,Улица Урицкого 12,"Сочи, Россия",43.3916,39.98257,0,8.2,0,0,30219,GUEST,1,6,,,,61307,2,0.0,"airport: 7192, beach: 229, beach: 880, beach: 3044, beach: 1340",0.74530834,Сочи - Адлерский район,,,,,,,,,,,,
37202483,библиотека,"Большая Почтовая ул., д. 18/20, стр. 18","Москва, Россия",55.774593,37.690346,0,7.4,19,0,5216,HOSTEL,2,"5, 12, 13, 18, 22",,,,61305,19,0.0,"airport: 31408, airport: 42134, airport: 27317, metro_station: 1626, metro_station: 1250, metro_station: 2054, metro_station: 1755, metro_station: 748, train_station: 2170, train_station: 2015, train_station: 2401, train_station: 2205, train_station: 2602, airport: 36393",0.7450477,Москва - Центральный округ,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Можно с животными', 'Завтрак', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Москва,"Воронцовская улица, 2/10 ст1",55.740541,37.654319,1.0,4.0,297.0,5.0,1.0
10337270,lemon,"Привокзальная пл., д. 2","Санкт-Петербург, Россия",59.72191,30.428564,0,8.2,118,0,26174,HOSTEL,24,"13, 18, 22",station,,,61304,17,0.0,airport: 11530,0.74500114,Неизвестный район,,,,,,,,,,,,
1909031017,гости любят на лиговском,"Ligovsky Avenue 50, к. 7","Санкт-Петербург, Россия",59.92541,30.3599,2,7.0,0,0,3653,GUEST,24,"3, 4, 5, 10, 12",,,,61303,14,0.0,"airport: 13577, metro_station: 692, metro_station: 718, metro_station: 680, metro_station: 823, metro_station: 582, train_station: 3399, train_station: 437, train_station: 3958, beach: 3462",0.74450666,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1914413185,галини resort,Ulitsa Mira 94/3,"Геленджик, Россия",44.98588,37.24885,0,9.3,0,0,12042,HOTEL,15,,,,,61300,1,0.0,"airport: 10939, 71669: 76459, airport: 50619, beach: 3314",0.74396294,Неизвестный район,,,,,,,,,,,,
1863013660,мини-отель «совотель»,"ул. 2-я Советская, 10, кв. 21-22","Санкт-Петербург, Россия",59.93175,30.36892,2,7.3,0,0,3558,HOTEL,1,"0, 4, 5, 6, 12",,,,61298,5,0.0,"airport: 14377, metro_station: 1257, metro_station: 1250, metro_station: 766, metro_station: 1225, metro_station: 466, train_station: 2782, train_station: 518, train_station: 4765, beach: 3397",0.7438864,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1389731,нева плюс,"Яковлевскийй пер., д. 2, лит. А","Санкт-Петербург, Россия",59.874977,30.324186,2,0.0,0,0,8369,HOTEL,10,"1, 3, 5, 6, 18",,,,61297,5,0.0,"airport: 7711, metro_station: 2906, metro_station: 552, metro_station: 2682, metro_station: 1869, metro_station: 976, train_station: 3832",0.7438204,Санкт-Петербург - Московский район,,,,,,,,,,,,
47341294,курортный отель шихан,Pionersky Prospekt 83А,"Геленджик, Россия",44.94438,37.30186,2,8.0,0,37,6208,HOTEL,24,"1, 4, 5, 6, 8, 18",,,,61296,3,0.0,"airport: 5070, 71669: 70354, train_station: 1423, beach: 4500, beach: 3066, beach: 4865, airport: 44549, beach: 4840, beach: 2807",0.9371688,Неизвестный район,,,,,,,,,,,,
964442976,юбилейный (yubileiny),"Пионерский пр-т, д. 171","Геленджик, Россия",44.95447,37.294807,2,0.0,0,0,7433,HOTEL,7,"0, 1, 6, 18",,,,61295,0,0.0,"airport: 6296, 71669: 71469, train_station: 1814, beach: 4316, airport: 45646, beach: 1642",0.7438204,Неизвестный район,,,,,,,,,,,,
871224,ласточка (lastochka),"Россия 353456, Анапа, Пионерский проспект 24","Геленджик, Россия",44.93124,37.318336,3,0.0,0,0,4582,HOTEL,24,"1, 19",,,,61294,0,0.0,"airport: 3476, 71669: 68444, train_station: 2199, beach: 2862, beach: 1357, beach: 3995, beach: 3273, airport: 42655, beach: 3243",0.74376595,Неизвестный район,,,,,,,,,,,,
1205140665,"апартаменты на невском проспекте, 2 мин. до метро","Невский проспект, дом 108, кв. 24","Санкт-Петербург, Россия",59.9316,30.3574,2,9.2,0,0,3063,HOTEL,24,"1, 4, 5, 12",,,,61293,13,0.0,"airport: 14223, metro_station: 689, metro_station: 125, metro_station: 176, metro_station: 730, metro_station: 1213, train_station: 2704, train_station: 323, train_station: 4245, beach: 2887",0.7437548,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1361493634,mini-hotel panoff,Ulitsa 11-ya Tekstilshchikov 11,"Москва, Россия",55.70779,37.743,2,8.4,0,0,9297,HOTEL,24,"1, 3, 4, 5, 6, 10, 12",,,,61291,9,0.0,"airport: 30585, airport: 34057, airport: 35240, metro_station: 3592, metro_station: 1458, metro_station: 2054, metro_station: 1884, metro_station: 699, airport: 29412",0.74294263,Москва - Центральный округ,,,,,,,,,,,,
1914283186,отель галерея на рубинштейна,25 Rubinstein Street,"Санкт-Петербург, Россия",59.92741,30.34258,0,8.4,0,0,2903,HOTEL,24,,,,,61289,4,0.0,"airport: 13625, metro_station: 877, metro_station: 311, metro_station: 831, metro_station: 689, metro_station: 219, train_station: 3256, train_station: 1046, train_station: 3318, beach: 2699",0.7425415,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1736993797,stay together апартаменты с 3 спальнями,"Большой проспект П.С., д. 69, Санкт-Петербург","Санкт-Петербург, Россия",59.96435,30.31033,0,8.9,0,59,1637,APARTMENT,24,4,,,,61287,1,0.0,"airport: 17598, metro_station: 1775, metro_station: 236, metro_station: 2189, metro_station: 1038, metro_station: 1080, train_station: 2708, train_station: 4810, beach: 3843, beach: 1800",0.75262433,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1900191597,номер с собственной ванной комнатой без окна,16 12-Ya Krasnoarmeyskaya Ulitsa,"Санкт-Петербург, Россия",59.91104,30.30242,0,8.3,0,0,4413,HOTEL,5,,,,,61285,40,0.0,"airport: 11675, metro_station: 461, metro_station: 1000, metro_station: 1080, metro_station: 1092, metro_station: 1863, train_station: 3844, train_station: 481, beach: 4122",0.7423773,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1910446292,takeroom таврическая,2 Таврическая улица,"Санкт-Петербург, Россия",59.94204,30.37726,0,7.4,0,0,3500,GUEST,24,"10, 12",,,,61283,2,0.0,"airport: 15599, metro_station: 2027, metro_station: 1704, metro_station: 1916, metro_station: 998, metro_station: 1494, train_station: 1945, train_station: 1681, beach: 3396",0.7423223,Санкт-Петербург - Центральный район,,,,,,,,,,,,
46985885,отель encino,"Улица Фермерская, 11","Сочи, Россия",43.46367,39.90676,3,8.5,0,0,20244,HOTEL,6,"0, 4, 6, 10, 14, 18",,,,61282,44,0.0,"airport: 3225, train_station: 1833, beach: 1319, beach: 1601, beach: 916, beach: 881, beach: 2296",0.74223375,Сочи - Адлерский район,,,,,,,,,,,,
1900874798,хостел кино,"Зоологическая улица 26,s стр 2, офис 1","Москва, Россия",55.76558,37.58413,0,7.2,0,0,2581,HOSTEL,24,"1, 5, 6, 10, 13, 14, 22",,,,61281,18,0.0,"airport: 25716, airport: 43773, airport: 24648, metro_station: 888, metro_station: 558, metro_station: 1324, metro_station: 1250, metro_station: 737, train_station: 3202, train_station: 4396, train_station: 4544, train_station: 1160, train_station: 2804, airport: 41250",0.74215484,Москва - Центральный округ,,,,,,,,,,,,
899860,гостиница берёзка,"сад.тов. Березка-2, улица 5-й Березовый проезд, дом 32","Москва, Россия",55.5941,37.77411,3,7.1,0,0,20156,GUEST,24,"0, 1, 3, 4, 5, 10, 11, 12, 14, 17, 18",,,,61273,10,0.0,"airport: 30298, airport: 21468, airport: 47042, metro_station: 3546, metro_station: 4328, metro_station: 2721, metro_station: 2824, metro_station: 4750, airport: 23287",0.7417183,Москва - Южный округ,,,,,,,,,,,,
522004,prima sport,"Prospekt Dobrolyubova 14 Saint Petersburg 190000,Prospekt Dobrolyubova, Saint Petersburg","Санкт-Петербург, Россия",59.94998,30.29846,2,0.0,0,0,1017,HOTEL,3,"1, 4, 5, 6, 12, 20",,,,61272,0,0.0,"airport: 16009, metro_station: 476, metro_station: 1323, metro_station: 1397, metro_station: 1826, metro_station: 1291, train_station: 4773, beach: 792",0.74126863,Санкт-Петербург - Центральный район,,,,,,,,,,,,
24652156,визит,Гороховая Улица 34,"Санкт-Петербург, Россия",59.92918,30.321283,0,0.0,0,0,2333,HOSTEL,11,"4, 5, 13, 18, 22",,,,61271,0,0.0,"airport: 13706, metro_station: 349, metro_station: 300, metro_station: 249, metro_station: 764, metro_station: 816, train_station: 3545, train_station: 2211, train_station: 2754, beach: 2104",0.7412114,Санкт-Петербург - Центральный район,14:00:00,12:00:00,"['Парковка', 'Кондиционер в номерах', 'Завтрак', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",Ковров,"улица Димитрова, 59",56.36054,41.337544,3.0,4.4,24.0,5.0,1.0
1406986456,капсульный отель interqube «чистые пруды»,"ул. Макаренко, 5, стр. 1А","Москва, Россия",55.76158,37.64777,2,9.0,0,0,2176,HOTEL,23,"0, 1, 4, 5, 6, 12, 18",,,,61270,33,0.0,"airport: 28416, airport: 41702, airport: 26952, metro_station: 805, metro_station: 891, metro_station: 889, metro_station: 671, metro_station: 793, train_station: 1698, train_station: 1779, train_station: 1607, train_station: 1491, train_station: 865, airport: 37671",0.74080324,Москва - Центральный округ,,,,,,,,,,,,
1898142388,alex петергоф,"2-ya liniya ulitsa dom 6, Saint-Petersburg","Санкт-Петербург, Россия",59.88509,29.85836,0,9.6,0,0,26637,HOTEL,18,"4, 12",,,,61268,5,0.0,airport: 26623,0.7406583,Неизвестный район,,,,,,,,,,,,
