id,name,address,location_id,latitude,longitude,stars,rating,reviews_count,min_price,distance_to_center,property_type,photos_count,amenities,badges,check_in,check_out,popularity,popularity2,trending_speed,pois_distances,weights,district_name,checkinTime,checkoutTime,amenityFeature,address_Locality,street_Address,latitude_y,longitude_y,Otello_starRating,Otello_ratingValue,Otello_ratingCount,Otello_bestRating,Otello_worstRating
1250022545,мини-отель мопс на рубинштейна,"улица Рубинштейна, д.12, Санкт-Петербург","Санкт-Петербург, Россия",59.931152,30.34567,3,9.2,498,19,2652,HOTEL,24,"1, 3, 4, 6, 10, 11, 12, 14, 18, 20",quiet,,,69104,291,1.6,"airport: 14062, metro_station: 732, metro_station: 433, metro_station: 530, metro_station: 830, metro_station: 331, train_station: 2812, train_station: 877, train_station: 3732, beach: 2459",2.2985132,Санкт-Петербург - Центральный район,,,,,,,,,,,,
964250854,мини отель mushroom,"Набережная Канала Грибоедова,42","Санкт-Петербург, Россия",59.9302,30.31901,3,9.3,0,17,2209,HOTEL,6,"1, 3, 4, 5, 6, 10, 12, 14",,,,69103,232,0.0,"airport: 13814, metro_station: 422, metro_station: 405, metro_station: 367, metro_station: 733, metro_station: 664, train_station: 3523, train_station: 2340, train_station: 2803, beach: 1976",2.0068567,Санкт-Петербург - Центральный район,,,,,,,,,,,,
333570,отель вега измайлово,Измайловское шоссе 71 строение 3В,"Москва, Россия",55.790752,37.747135,4,9.0,15712,46,9206,HOTEL,24,"0, 1, 3, 4, 5, 6, 9, 10, 11, 12, 14, 17, 18","popular, comfort, business, metro, transport, city, view, building",,,69102,2268,0.0,"airport: 35331, airport: 42911, airport: 28394, metro_station: 2167, metro_station: 2095, metro_station: 1368, metro_station: 1925, metro_station: 291, train_station: 1604, airport: 34937",2.2766292,Москва - Центральный округ,,,,,,,,,,,,
21120269,версаль отель,ул.Восстания д.12,"Санкт-Петербург, Россия",59.93601,30.36007,3,9.2,415,27,2883,HOTEL,24,"1, 4, 5, 6, 10, 12, 14, 18",,,,69101,107,0.0,"airport: 14733, metro_station: 1158, metro_station: 577, metro_station: 936, metro_station: 500, metro_station: 1163, train_station: 2225, train_station: 746, train_station: 4683, beach: 2729",2.1939864,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1910372927,отель реноме,Гончарная улица 26,"Санкт-Петербург, Россия",59.92809,30.36959,4,9.1,0,23,3835,HOTEL,24,"0, 1, 4, 5, 6, 10, 11, 12, 14, 18",,,,69099,566,0.0,"airport: 13991, metro_station: 1003, metro_station: 884, metro_station: 934, metro_station: 631, metro_station: 1146, train_station: 3185, train_station: 498, train_station: 4574, beach: 3661",2.1731336,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1904051936,отель демут,"Полтавская улица, 3","Санкт-Петербург, Россия",59.92838,30.37075,3,8.9,0,18,3865,HOTEL,24,"0, 1, 3, 4, 5, 6, 10, 11, 12, 14, 18",,,,69098,554,0.0,"airport: 14038, metro_station: 959, metro_station: 931, metro_station: 898, metro_station: 666, metro_station: 1214, train_station: 3170, train_station: 554, train_station: 4646, beach: 3693",2.2158296,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1198039,sunflower авеню отель москва,"Ул. Щепкина 32, стр.1","Москва, Россия",55.7796,37.62982,3,8.9,3195,35,3164,HOTEL,24,"0, 3, 4, 6, 10, 12, 14, 18","metro, transport, city",,,69096,1399,0.89,"airport: 28861, airport: 43984, airport: 24658, metro_station: 1045, metro_station: 967, metro_station: 331, metro_station: 825, metro_station: 1387, train_station: 1665, train_station: 1814, train_station: 1449, train_station: 1684, train_station: 3037, airport: 39743",2.2280583,Москва - Центральный округ,,,,,,,,,,,,
1209386,отель богема,Гребенская Улица 11,"Геленджик, Россия",44.89727,37.31998,3,9.5,338,22,805,HOTEL,24,"0, 4, 5, 6, 10, 12, 14, 18",modern,,,69095,121,0.0,"airport: 400, 71669: 66182, beach: 521, beach: 920, beach: 1520, beach: 437, airport: 40560, beach: 437",2.2479444,Неизвестный район,,,,,,,,,,,,
29296624,аглая кортъярд отель,Разъезжая улица 38,"Санкт-Петербург, Россия",59.92265,30.35179,3,8.8,2120,29,3625,HOTEL,24,"0, 1, 4, 5, 6, 10, 11, 12, 14, 18, 21","shopping, metro, transport, city, building",,,69094,581,0.27,"airport: 13186, metro_station: 571, metro_station: 905, metro_station: 901, metro_station: 689, metro_station: 283, train_station: 3706, train_station: 900, train_station: 3413, beach: 3422",2.2337337,Санкт-Петербург - Центральный район,,,,,,,,,,,,
333368,отель камердинер,Озерной переулок 6,"Санкт-Петербург, Россия",59.93809,30.3624,3,9.7,338,40,2880,HOTEL,24,"1, 3, 4, 5, 6, 10, 12, 14, 18","top, comfort, quiet, friendly, city, building",,,69093,39,0.0,"airport: 14985, metro_station: 1422, metro_station: 843, metro_station: 718, metro_station: 738, metro_station: 1423, train_station: 2014, train_station: 979, train_station: 4936, beach: 2740",2.2318974,Санкт-Петербург - Центральный район,,,,,,,,,,,,
333559,холидей инн москва сокольники,Русаковская ул.24,"Москва, Россия",55.78769,37.68033,4,9.0,9624,53,5594,HOTEL,24,"0, 1, 3, 4, 5, 6, 8, 9, 10, 12, 14, 17, 18, 20","popular, luxury, comfort, business, view",,,69092,1855,0.18,"airport: 31827, airport: 43714, airport: 25792, metro_station: 2101, metro_station: 1246, metro_station: 1680, metro_station: 172, metro_station: 1701, train_station: 1999, train_station: 1860, train_station: 2207, train_station: 2165, train_station: 3492, airport: 37801",2.2625914,Москва - Центральный округ,,,,,,,,,,,,
1704466136,хилтон гарден инн москва красносельская,"Улица Верхняя Красносельская, 11а-4","Москва, Россия",55.78481,37.66283,4,9.1,4499,55,4626,HOTEL,24,"0, 1, 3, 4, 5, 6, 9, 10, 11, 14, 17, 18","modern, city",,,69091,486,0.69,"airport: 30787, airport: 43771, airport: 25364, metro_station: 1210, metro_station: 587, metro_station: 1866, metro_station: 1162, metro_station: 1711, train_station: 1056, train_station: 972, train_station: 1205, train_station: 1259, train_station: 2945, airport: 38447",2.2162018,Москва - Центральный округ,,,,,,,,,,,,
1899368035,бутик отель мельцер,6-ая линия Васильевского острова 37,"Санкт-Петербург, Россия",59.94467,30.27729,4,9.1,0,24,2279,HOTEL,24,"0, 1, 3, 4, 5, 6, 18",,,,69090,158,0.0,"airport: 15506, metro_station: 1086, metro_station: 245, metro_station: 2412, metro_station: 2328, metro_station: 2006, train_station: 4354, beach: 4140, beach: 1967",2.1503706,Санкт-Петербург - Центральный район,,,,,,,,,,,,
333572,отель бородино,Русаковская ул.13/5,"Москва, Россия",55.78458,37.6724,4,8.9,4871,47,4999,HOTEL,24,"0, 1, 3, 4, 5, 6, 8, 9, 12, 14, 17, 18, 20","comfort, transport, city, wellness",,,69089,918,0.39,"airport: 31225, airport: 43546, airport: 25750, metro_station: 1507, metro_station: 658, metro_station: 2075, metro_station: 687, metro_station: 1415, train_station: 1398, train_station: 1263, train_station: 1603, train_station: 1570, train_station: 3011, airport: 37964",2.212328,Москва - Центральный округ,,,,,,,,,,,,
44463003,ibis москва динамо,"Ленинградский Проспект 37, корпус 8","Москва, Россия",55.7924,37.54347,3,8.7,6839,39,6463,HOTEL,24,"0, 1, 3, 4, 5, 6, 10, 12, 14, 17, 18","modern, business, city",,,69087,1215,0.25,"airport: 26286, airport: 47594, airport: 20896, metro_station: 2278, metro_station: 969, metro_station: 2103, metro_station: 2326, metro_station: 1096, train_station: 2793, train_station: 2967, beach: 4489, airport: 44997",2.172786,Москва - Центральный округ,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Широкий лифт', 'Английский', 'Французский']",Москва,"Ленинградский проспект, 37 к8",55.792271,37.543708,3.0,4.4,566.0,5.0,1.0
1128510474,отель «станция м19»,Улица Марата 19,"Санкт-Петербург, Россия",59.9285,30.35316,3,8.6,3125,27,3146,HOTEL,24,"4, 5, 6, 10, 12, 18","metro, transport",,,69086,431,0.29,"airport: 13840, metro_station: 300, metro_station: 344, metro_station: 531, metro_station: 389, metro_station: 869, train_station: 3052, train_station: 444, train_station: 3844, beach: 2955",2.201041,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1372917326,отель offenbacher,"Улица Восстания, 35","Санкт-Петербург, Россия",59.93896,30.3607,3,9.3,1322,40,2751,HOTEL,24,"1, 4, 6, 10, 18","stylish, designer, friendly, city",,,69085,159,0.07,"airport: 15061, metro_station: 1456, metro_station: 892, metro_station: 610, metro_station: 827, metro_station: 1444, train_station: 1903, train_station: 1073, train_station: 4938, beach: 2614",2.075875,Санкт-Петербург - Центральный район,,,,,,,,,,,,
714144,отель аледо,ул Бытха 41/28A,"Сочи, Россия",43.56708,39.75897,3,9.4,132,12,3722,HOTEL,24,"1, 3, 4, 6, 10, 18","shopping, view",,,69084,174,0.0,"airport: 19713, ski_lift: 1547, beach: 1006, train_station: 3674, beach: 2228, beach: 3119, beach: 3746",2.20189,Сочи - Центральный район,,,,,,,,,,,,
1899369125,арт москва войковская,Ulitsa Kosmonavta Volkova 6А,"Москва, Россия",55.8153,37.51274,4,8.8,2343,42,9633,HOTEL,24,"0, 1, 3, 4, 5, 6, 10, 12, 14, 17, 18","modern, designer",,,69083,728,2.78,"airport: 27341, airport: 50748, airport: 17831, metro_station: 1147, metro_station: 2702, metro_station: 2092, metro_station: 3214, metro_station: 1017, beach: 3083, beach: 2494, airport: 48012, beach: 3164",2.1888375,Москва - Северный округ,,,,,,,,,,,,
716657,отель анапа-лазурная,Улица Новороссийская 174,"Геленджик, Россия",44.89505,37.32176,3,9.4,543,41,575,HOTEL,24,"0, 1, 3, 4, 5, 6, 8, 9, 10, 12, 14, 18",,,,69082,93,0.04,"airport: 681, 71669: 65929, beach: 804, beach: 1181, beach: 1681, beach: 696, airport: 40316, beach: 696",2.1846118,Неизвестный район,,,,,,,,,,,,
276236,гостиница альфа измайлово,Измайловское шоссе 71 корпус А,"Москва, Россия",55.789787,37.74955,4,8.6,18605,38,9291,HOTEL,24,"0, 1, 3, 4, 5, 6, 9, 10, 11, 12, 14, 17, 18","popular, business, restaurants, metro, transport, city, view",,,69081,2567,0.0,"airport: 35390, airport: 42772, airport: 28578, metro_station: 2003, metro_station: 2271, metro_station: 1497, metro_station: 2021, metro_station: 152, train_station: 1726, airport: 34755",2.195934,Москва - Центральный округ,,,,,,,,,,,,
1900419111,отель волков,Измайловский проспект 17,"Санкт-Петербург, Россия",59.91265,30.30679,3,9.2,0,28,4197,HOTEL,24,"0, 1, 4, 5, 6, 10, 12, 14, 18",,,,69080,92,0.0,"airport: 11849, metro_station: 732, metro_station: 936, metro_station: 778, metro_station: 790, metro_station: 1561, train_station: 3542, train_station: 757, beach: 3918",2.1249623,Санкт-Петербург - Центральный район,,,,,,,,,,,,
276243,москоу холидэй отель,"Улица Мневники, 3, стр. 2","Москва, Россия",55.77373,37.49912,4,8.3,3282,33,7814,HOTEL,24,"0, 1, 4, 5, 6, 8, 9, 10, 12, 14, 17, 18, 20",city,,,69079,413,1.59,"airport: 22981, airport: 47199, airport: 22025, metro_station: 3242, metro_station: 2899, metro_station: 1236, metro_station: 2236, metro_station: 3329, airport: 46294",2.1297414,Неизвестный район,,,,,,,,,,,,
333394,невский контур,Невский проспект 88-72,"Санкт-Петербург, Россия",59.93319,30.35179,3,9.0,925,33,2713,HOTEL,24,"1, 4, 6, 10, 12, 14",quiet,,,69078,65,0.29,"airport: 14340, metro_station: 1008, metro_station: 667, metro_station: 272, metro_station: 522, metro_station: 637, train_station: 2537, train_station: 669, train_station: 4133, beach: 2535",2.0912068,Санкт-Петербург - Центральный район,,,,,,,,,,,,
31351674,литейный отель,"Литейный проспект, 12","Санкт-Петербург, Россия",59.94576,30.349089,3,8.9,1312,26,1872,HOTEL,24,"3, 4","designer, city, view",,,69077,416,0.76,"airport: 15697, metro_station: 1567, metro_station: 1629, metro_station: 1681, metro_station: 1161, metro_station: 623, train_station: 1192, train_station: 1945, beach: 1778",2.1675034,Санкт-Петербург - Центральный район,,,,,,,,,,,,
49987140,авдаллини,Тополиный проезд 4,"Геленджик, Россия",44.93063,37.31238,3,9.0,0,21,4552,HOTEL,24,"0, 1, 4, 5, 6, 10, 12, 14, 18, 19, 20",,,,69076,44,0.0,"airport: 3422, 71669: 68784, train_station: 2299, beach: 2825, beach: 1347, beach: 3789, beach: 3216, airport: 43008, beach: 3188",2.1843724,Неизвестный район,,,,,,,,,,,,
1898005746,покровка 6 отель,"улица Покровка, д. 6, Москва","Москва, Россия",55.75873,37.64204,3,9.6,0,38,1710,HOTEL,24,"1, 4, 6, 10, 12, 14, 18",,,,69075,326,0.0,"airport: 27938, airport: 41548, airport: 27033, metro_station: 920, metro_station: 892, metro_station: 714, metro_station: 706, metro_station: 806, train_station: 2121, train_station: 2216, train_station: 2002, train_station: 1919, train_station: 1147, airport: 37790",2.1378424,Москва - Центральный округ,,,,,,,,,,,,
1273760621,аристократ отель,"Верхнее Джемете, ул. Буковая, 32","Геленджик, Россия",44.96029,37.29672,3,9.3,0,32,8022,HOTEL,24,"0, 1, 4, 5, 6, 8, 10, 12, 14, 18",,,,69074,79,0.0,"airport: 6885, 71669: 71739, train_station: 1922, beach: 4864, airport: 45900, beach: 1515",2.172008,Неизвестный район,,,,,,,,,,,,
714798,капитал отель,Улица Гороховая 34,"Санкт-Петербург, Россия",59.92917,30.32117,3,8.4,2239,13,2334,HOTEL,24,"1, 4, 5, 10, 12, 14, 18","sightseeing, metro, city",,,69073,446,0.01,"airport: 13705, metro_station: 345, metro_station: 297, metro_station: 247, metro_station: 768, metro_station: 814, train_station: 3549, train_station: 2218, train_station: 2750, beach: 2105",2.1833508,Санкт-Петербург - Центральный район,,,,,,,,,,,,
333332,original sokos hotel olympia garden (можно с животными),"Батайский переулок, 3A","Санкт-Петербург, Россия",59.91358,30.32077,4,8.8,3433,38,4064,HOTEL,24,"0, 1, 3, 4, 5, 6, 9, 10, 12, 14, 17, 18, 20","comfort, metro, transport, city",,,69072,949,1.42,"airport: 11973, metro_station: 1273, metro_station: 842, metro_station: 352, metro_station: 336, metro_station: 932, train_station: 2842, train_station: 1411, beach: 3826",2.1745362,Санкт-Петербург - Центральный район,,,,,,,,,,,,
333372,абажур на фонтанке,Набережная Реки Фонтанки 86/2,"Санкт-Петербург, Россия",59.92606,30.33113,3,9.2,447,22,2787,HOTEL,24,"4, 10, 14, 18","friendly, view",,,69071,269,0.0,"airport: 13401, metro_station: 716, metro_station: 631, metro_station: 489, metro_station: 603, metro_station: 609, train_station: 3596, train_station: 1702, train_station: 2768, beach: 2573",2.122285,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1909030424,отель gardens,"14-я линия Васильевского острова, д. 97, Санкт-Петербург","Санкт-Петербург, Россия",59.94747,30.26053,3,9.0,0,23,3149,HOTEL,5,"1, 3, 4, 10, 12, 14, 18",,,,69070,66,0.0,"airport: 15945, metro_station: 1746, metro_station: 2695, metro_station: 1131, metro_station: 1446, metro_station: 2320, train_station: 4979, beach: 3558, beach: 2869",2.134048,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1863485197,отель 3 гнома,Набережная реки Фонтанки 79,"Санкт-Петербург, Россия",59.92588,30.32649,3,9.1,0,12,2742,HOTEL,24,"0, 1, 4, 5, 10, 14, 18",,,,69068,421,0.0,"airport: 13359, metro_station: 461, metro_station: 378, metro_station: 647, metro_station: 357, metro_station: 614, train_station: 3721, train_station: 1959, train_station: 2592, beach: 2520",2.1531234,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1202858711,мини-отель geleon,Литейный проспект 61,"Санкт-Петербург, Россия",59.93368,30.34732,3,9.2,0,19,2498,HOTEL,24,"1, 4, 5, 6, 10, 18",,,,69067,118,0.0,"airport: 14354, metro_station: 756, metro_station: 692, metro_station: 504, metro_station: 775, metro_station: 614, train_station: 2518, train_station: 902, beach: 2314",2.1653743,Санкт-Петербург - Центральный район,,,,,,,,,,,,
333328,барышкофф отель,Улица Радищева 24,"Санкт-Петербург, Россия",59.93925,30.36329,3,9.1,387,25,2867,HOTEL,24,"1, 4, 5, 6, 10, 12, 14, 18","friendly, city",,,69066,181,0.0,"airport: 15122, metro_station: 1557, metro_station: 980, metro_station: 605, metro_station: 873, metro_station: 1555, train_station: 1897, train_station: 1112, beach: 2736",2.1617837,Санкт-Петербург - Центральный район,,,,,,,,,,,,
21120271,квартира n4 ginza project,Съежинская ул. 38,"Санкт-Петербург, Россия",59.95415,30.30475,4,9.3,174,30,810,HOTEL,24,"1, 4, 6, 10, 12",,,,69065,62,0.0,"airport: 16465, metro_station: 826, metro_station: 1412, metro_station: 816, metro_station: 1961, metro_station: 1051, beach: 808",2.1365752,Санкт-Петербург - Центральный район,,,,,,,,,,,,
714340,отель «welcome»,"Улица Пушкинская 9, Центральный район","Санкт-Петербург, Россия",59.92959,30.35685,3,8.8,418,28,3196,HOTEL,24,"1, 4, 5, 6, 10, 12, 18","quiet, friendly",,,69062,129,0.0,"airport: 13998, metro_station: 538, metro_station: 224, metro_station: 297, metro_station: 613, metro_station: 988, train_station: 2927, train_station: 232, train_station: 4081, beach: 3013",2.0683217,Санкт-Петербург - Центральный район,,,,,,,,,,,,
333569,холидей инн москва сущевский,Улица Сущевский Вал 74,"Москва, Россия",55.79124,37.632915,4,8.6,5874,46,4470,HOTEL,24,"0, 1, 3, 4, 5, 6, 9, 10, 11, 12, 14, 17, 18","comfort, business, metro, transport, city",,,69061,1626,0.16,"airport: 29892, airport: 45107, airport: 23687, metro_station: 1572, metro_station: 245, metro_station: 1055, metro_station: 1081, metro_station: 1876, train_station: 2826, train_station: 2200, train_station: 2284, train_station: 2087, train_station: 2334, airport: 40362",2.1564147,Москва - Центральный округ,,,,,,,,,,,,
279230,отель суворов,5-ая Советская ул.3/13,"Санкт-Петербург, Россия",59.93536,30.36736,3,9.2,754,37,3269,HOTEL,24,"4, 6, 10, 11, 12, 14, 18","comfort, quiet, station",,,69060,150,1.21,"airport: 14747, metro_station: 1383, metro_station: 807, metro_station: 1089, metro_station: 571, metro_station: 1423, train_station: 2372, train_station: 760, train_station: 4939, beach: 3121",2.1530929,Санкт-Петербург - Центральный район,,,,,,,,,,,,
48052679,отель марель,"Невский проспект, 102","Санкт-Петербург, Россия",59.93192,30.35615,3,9.0,0,24,2988,HOTEL,24,"4, 5, 6, 10, 12, 14, 18",,,,69059,255,0.0,"airport: 14244, metro_station: 665, metro_station: 77, metro_station: 249, metro_station: 692, metro_station: 1243, train_station: 2668, train_station: 395, train_station: 4215, beach: 2811",2.08469,Санкт-Петербург - Центральный район,,,,,,,,,,,,
714158,отель радуга-престиж,"улица Пирогова, д.2/3, Сочи","Сочи, Россия",43.607,39.71778,3,8.9,662,18,2421,HOTEL,24,"0, 1, 4, 5, 6, 8, 12, 18",,,,69058,310,5.99,"airport: 25168, ski_lift: 4611, beach: 969, beach: 1012, sight: 2032, train_station: 1907, beach: 2730, beach: 2186, beach: 2430",2.1121383,Сочи - Центральный район,,,,,,,,,,,,
1900003092,невский эклектик by akyan,"Невский пр-т, 136","Санкт-Петербург, Россия",59.92996,30.36808,3,9.0,672,32,3639,HOTEL,24,"5, 10, 14, 18",comfort,,,69057,83,6.67,"airport: 14172, metro_station: 1176, metro_station: 1143, metro_station: 737, metro_station: 1123, metro_station: 453, train_station: 2963, train_station: 402, train_station: 4614, beach: 3470",1.9769201,Санкт-Петербург - Центральный район,,,,,,,,,,,,
3910609,грин клаб отель,Курортный Проспект 108А,"Сочи, Россия",43.55338,39.77701,3,8.8,323,16,5793,HOTEL,24,"1, 3, 4, 6, 10, 12, 14, 18",,,,69055,131,0.0,"airport: 17615, ski_lift: 3443, beach: 2593, beach: 3172, beach: 1641",2.1422844,Сочи - Центральный район,,,,,,,,,,,,
333558,холидей инн москва лесная,Лесная ул.15,"Москва, Россия",55.77931,37.589333,4,8.6,6351,54,3513,HOTEL,24,"0, 1, 3, 4, 5, 6, 9, 10, 11, 12, 14, 17, 18","comfort, business, restaurants",,,69054,1061,0.09,"airport: 27032, airport: 44996, airport: 23421, metro_station: 1605, metro_station: 1140, metro_station: 497, metro_station: 649, metro_station: 756, train_station: 1668, train_station: 4168, train_station: 3938, train_station: 4149, train_station: 665, airport: 41803",2.078349,Москва - Центральный округ,,,,,,,,,,,,
43090122,аркада,"Набережная реки Фонтанки, 52","Санкт-Петербург, Россия",59.92977,30.34153,3,9.1,491,23,2647,HOTEL,24,"1, 5, 6, 10, 14, 18","comfort, city",,,69053,114,0.0,"airport: 13877, metro_station: 634, metro_station: 450, metro_station: 782, metro_station: 895, metro_station: 314, train_station: 3016, train_station: 1084, train_station: 3462, beach: 2446",2.1371555,Санкт-Петербург - Центральный район,,,,,,,,,,,,
714408,пушкинская 10,Пушкинская ул.10,"Санкт-Петербург, Россия",59.92939,30.35721,3,9.1,0,26,3226,HOTEL,24,"4, 5, 6, 10, 12, 14",,,,69051,86,0.0,"airport: 13980, metro_station: 547, metro_station: 253, metro_station: 301, metro_station: 627, metro_station: 968, train_station: 2950, train_station: 210, train_station: 4083, beach: 3042",2.1217103,Санкт-Петербург - Центральный район,,,,,,,,,,,,
23980209,отель akyan st.petersburg,улица Восстания 19,"Санкт-Петербург, Россия",59.93534,30.36053,4,9.1,4174,46,2945,HOTEL,24,"1, 4, 5, 6, 10, 11, 12, 14, 18","popular, business, restaurants",,,69049,651,0.15,"airport: 14665, metro_station: 1114, metro_station: 527, metro_station: 1011, metro_station: 425, metro_station: 1126, train_station: 2301, train_station: 670, train_station: 4651, beach: 2789",2.1149633,Санкт-Петербург - Центральный район,,,,,,,,,,,,
333480,блюз,Спасский переулок 9,"Санкт-Петербург, Россия",59.92834,30.31799,3,9.1,1008,22,2414,HOTEL,24,"1, 4, 5, 6, 10, 12, 14, 18","metro, transport, city",,,69048,246,1.32,"airport: 13605, metro_station: 214, metro_station: 221, metro_station: 205, metro_station: 935, metro_station: 850, train_station: 3725, train_station: 2397, train_station: 2591, beach: 2178",2.1275938,Санкт-Петербург - Центральный район,,,,,,,,,,,,
333376,"отель ""братья карамазовы""",Улица Социалистическая 11А,"Санкт-Петербург, Россия",59.92248,30.34218,4,8.9,718,42,3381,HOTEL,24,"0, 1, 3, 4, 5, 6, 10, 12, 14, 18","quiet, city",,,69046,73,1.41,"airport: 13080, metro_station: 647, metro_station: 365, metro_station: 672, metro_station: 748, metro_station: 717, train_station: 3796, train_station: 1293, train_station: 2953, beach: 3171",2.078373,Санкт-Петербург - Центральный район,,,,,,,,,,,,
276237,гостиница садовое кольцо,Проспект Мира 14 здание 2,"Москва, Россия",55.77503,37.63298,4,9.0,3481,67,2737,HOTEL,24,"0, 1, 4, 5, 6, 8, 10, 11, 12, 14, 17, 18, 20","luxury, romantic, comfort, quiet, wellness, dining, building",,,69045,609,0.28,"airport: 28666, airport: 43438, airport: 25193, metro_station: 840, metro_station: 1025, metro_station: 748, metro_station: 304, metro_station: 1049, train_station: 1429, train_station: 1590, train_station: 1193, train_station: 1384, train_station: 2523, airport: 39286",1.9777275,Москва - Центральный округ,,,,,,,,,,,,
715694,отель де пари,Улица Большая Бронная 23 стр.3,"Москва, Россия",55.76364,37.60079,4,9.0,1421,57,1664,HOTEL,24,"0, 1, 3, 4, 5, 6, 10, 12, 14, 18","romantic, quiet, metro, city, pool",,,69044,238,0.45,"airport: 26323, airport: 43115, airport: 25299, metro_station: 1228, metro_station: 743, metro_station: 522, metro_station: 282, metro_station: 315, train_station: 3501, train_station: 1849, train_station: 3226, airport: 40252",2.0564833,Москва - Центральный округ,,,,,,,,,,,,
1862919983,ибис москва октябрьское поле,"Улица Маршала Рыбалко, 2/5","Москва, Россия",55.79872,37.49613,3,8.7,4045,35,9221,HOTEL,24,"0, 1, 3, 4, 5, 6, 10, 14, 17, 18","modern, quiet, city",,,69042,505,0.74,"airport: 25225, airport: 49664, airport: 19285, metro_station: 1361, metro_station: 2313, metro_station: 597, metro_station: 2302, metro_station: 2248, beach: 4238, beach: 4593, airport: 47869, beach: 4069",2.2247043,Неизвестный район,,,,,,,,,,,,
149848419,отель бомонд на ленинском проспекте,"улица Орджоникидзе, д.5к2, Москва","Москва, Россия",55.70915,37.60101,3,8.6,0,31,4886,HOTEL,24,"1, 4, 5, 6, 10, 12, 18",,,,69040,64,0.0,"airport: 22681, airport: 37752, airport: 30828, metro_station: 939, metro_station: 1156, metro_station: 2391, metro_station: 2468, metro_station: 1353, ski_lift: 3738, ski_lift: 3631, ski_lift: 3523, ski_lift: 3831, train_station: 4372, airport: 37354",2.1232262,Москва - Центральный округ,,,,,,,,,,,,
1407001631,отель алегрия метро технологический институт,улица Егорова 1,"Санкт-Петербург, Россия",59.91577,30.31389,3,8.9,0,26,3816,HOTEL,24,"3, 4, 5, 6, 10, 12, 18",,,,69039,50,0.0,"airport: 12200, metro_station: 1209, metro_station: 1085, metro_station: 266, metro_station: 282, metro_station: 1040, train_station: 3025, train_station: 1274, beach: 3561",2.1139383,Санкт-Петербург - Центральный район,,,,,,,,,,,,
9191165,ибис москва центр бахрушина,Бахрушина улица 11,"Москва, Россия",55.735836,37.63542,3,8.7,4225,46,2126,HOTEL,24,"0, 1, 4, 5, 6, 10, 11, 12, 14, 17, 18","business, economy, quiet, transport, city",,,69038,1118,0.44,"airport: 26100, airport: 39392, airport: 29042, metro_station: 817, metro_station: 728, metro_station: 828, metro_station: 1099, metro_station: 1066, train_station: 4662, train_station: 4567, train_station: 4455, train_station: 2951, train_station: 4482, airport: 36796",2.1084626,Москва - Центральный округ,,,,,,,,,,,,
333395,отель агни,"Невский пр-кт, 90/92","Санкт-Петербург, Россия",59.93219,30.35346,3,9.0,2880,26,2857,HOTEL,24,"0, 1, 4, 5, 6, 10, 12, 14, 18",,,,69037,440,0.52,"airport: 14247, metro_station: 1115, metro_station: 602, metro_station: 127, metro_station: 402, metro_station: 601, train_station: 2641, train_station: 527, train_station: 4124, beach: 2678",2.1200352,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1900500028,отель oversize piter,"Средний проспект В. О., 69, л. Б, Санкт-Петербург","Санкт-Петербург, Россия",59.93934,30.26484,3,9.0,0,26,3130,HOTEL,24,"0, 1, 4, 5, 6, 10, 12, 18",,,,69036,59,0.0,"airport: 15014, metro_station: 1995, metro_station: 827, metro_station: 1964, metro_station: 2833, metro_station: 2857, train_station: 4064, beach: 4492, beach: 2794",2.0809584,Санкт-Петербург - Центральный район,,,,,,,,,,,,
277100,ред старз отель,"Наб. реки Пряжки, 30","Санкт-Петербург, Россия",59.92293,30.28209,4,9.0,490,36,3582,HOTEL,24,"0, 1, 3, 4, 5, 6, 9, 10, 12, 14, 17, 18","stylish, modern, designer, building",,,69035,141,0.0,"airport: 13074, metro_station: 2006, metro_station: 2053, metro_station: 2142, metro_station: 2146, metro_station: 2168, train_station: 4452, train_station: 2002, beach: 3230",2.1187685,Санкт-Петербург - Центральный район,,,,,,,,,,,,
1898565317,апарт-отель комфорт,Лиговский проспект 84/2,"Санкт-Петербург, Россия",59.92105,30.35595,3,9.1,501,29,3902,APARTHOTEL,24,"1, 3, 4, 5, 6, 10, 12, 14, 18","modern, comfort, transport",,,69032,113,0.0,"airport: 13057, metro_station: 834, metro_station: 800, metro_station: 1140, metro_station: 961, metro_station: 55, train_station: 3876, train_station: 960, train_station: 3533, beach: 3700",2.151805,Санкт-Петербург - Центральный район,,,,,,,,,,,,
